timestamp,device,series,period,EMUI,Android
9/17/20,Honor View30,HONOR series,monthly,nan,nan
9/17/20,Honor View30 Pro,HONOR series,monthly,nan,nan
9/17/20,Honor 20,HONOR series,monthly,,Pie 9.0
9/17/20,Honor 20 Pro,HONOR series,monthly,,Pie 9.0
9/17/20,Honor View20,HONOR series,monthly,nan,nan
9/17/20,P40 lite,HUAWEI P series,quarterly,nan,nan
9/17/20,P40 lite 5G,HUAWEI P series,quarterly,nan,nan
9/17/20,P40 lite E,HUAWEI P series,quarterly,nan,nan
9/17/20,P smart+ 2019,HUAWEI P series,quarterly,nan,nan
9/17/20,P smart 2020,HUAWEI P series,quarterly,nan,nan
9/17/20,P smart Z,HUAWEI P series,quarterly,nan,nan
9/17/20,P30 lite,HUAWEI P series,quarterly,nan,nan
9/17/20,P Smart 2019,HUAWEI P series,quarterly,nan,nan
9/17/20,P smart Pro,HUAWEI P series,quarterly,nan,nan
9/17/20,P smart S,HUAWEI P series,quarterly,nan,nan
9/17/20,Mate 20 lite,HUAWEI Mate series,quarterly,nan,nan
9/17/20,Y9 Prime 2019,HUAWEI Y series,quarterly,nan,nan
9/17/20,Y9 2019,HUAWEI Y series,quarterly,nan,nan
9/17/20,Y7 2019,HUAWEI Y series,quarterly,nan,nan
9/17/20,Y6 2019,HUAWEI Y series,quarterly,nan,nan
9/17/20,Y6 Pro 2019,HUAWEI Y series,quarterly,nan,nan
9/17/20,Y5 2019,HUAWEI Y series,quarterly,nan,nan
9/17/20,Y MAX,HUAWEI Y series,quarterly,nan,nan
9/17/20,HUAWEI Y9s,HUAWEI Y series,quarterly,nan,nan
9/17/20,HUAWEI Y8s,HUAWEI Y series,quarterly,nan,nan
9/17/20,HUAWEI Y6s,HUAWEI Y series,quarterly,nan,nan
9/17/20,HUAWEI Y8P,HUAWEI Y series,quarterly,nan,nan
9/17/20,HUAWEI Y7P,HUAWEI Y series,quarterly,nan,nan
9/17/20,HUAWEI Y6P,HUAWEI Y series,quarterly,nan,nan
9/17/20,HUAWEI Y5P,HUAWEI Y series,quarterly,nan,nan
9/17/20,HUAWEI Y5 lite,HUAWEI Y series,quarterly,nan,nan
9/17/20,Honor 30S,HONOR series,quarterly,nan,nan
9/17/20,Honor 20i,HONOR series,quarterly,nan,nan
9/17/20,Honor 20e,HONOR series,quarterly,nan,nan
9/17/20,Honor 10i,HONOR series,quarterly,nan,nan
9/17/20,Honor 10 Lite,HONOR series,quarterly,nan,nan
9/17/20,Honor 9X,HONOR series,quarterly,nan,nan
9/17/20,Honor 9X Pro,HONOR series,quarterly,nan,nan
9/17/20,Honor 9X Lite,HONOR series,quarterly,nan,nan
9/17/20,Honor 9A,HONOR series,quarterly,nan,nan
9/17/20,Honor 9C,HONOR series,quarterly,nan,nan
9/17/20,Honor 9S,HONOR series,quarterly,nan,nan
9/17/20,Honor 8A,HONOR series,quarterly,nan,nan
9/17/20,Honor 8X,HONOR series,quarterly,,
9/17/20,Honor 8X Max,HONOR series,quarterly,nan,nan
9/17/20,Honor 8S,HONOR series,quarterly,nan,nan
9/17/20,Honor 8C,HONOR series,quarterly,nan,nan
9/17/20,Honor 7S,HONOR series,quarterly,nan,nan
9/17/20,nova 7,HUAWEI nova series,quarterly,EMUI,Android 10
9/17/20,nova 7i,HUAWEI nova series,quarterly,EMUI 12,"10.0 ""Pie"""
9/17/20,nova 7 SE,HUAWEI nova series,quarterly,nan,nan
9/17/20,nova 5T,HUAWEI nova series,quarterly,nan,nan
9/17/20,nova 4,HUAWEI nova series,quarterly,nan,nan
9/17/20,nova 3,HUAWEI nova series,quarterly,nan,nan
9/17/20,nova Lite 3,HUAWEI nova series,quarterly,nan,nan
9/17/20,nova 3i,HUAWEI nova series,quarterly,,"9.0 ""Pie"""
9/17/20,HUAWEI MatePad Pro,Tablets,quarterly,nan,nan
9/17/20,"M6(8.4"" & 10.8"")",Tablets,quarterly,nan,nan
9/17/20,"T5 (10.1"")",Tablets,quarterly,nan,nan
9/17/20,"M5 lite (10.1"" & 8.0"")",Tablets,quarterly,nan,nan
9/25/20,P40,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
9/25/20,P40 Pro,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
9/25/20,P40 Pro+,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
9/25/20,P30 Pro,HUAWEI P series,monthly,EMUI 12,Android 10
9/25/20,P30,HUAWEI P series,monthly,EMUI 12,Android 10
9/25/20,Mate 30,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
9/25/20,Mate 30 pro,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
9/25/20,Mate 30 Pro 5G,HUAWEI Mate series,monthly,nan,nan
9/25/20,Mate 20 X,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
9/25/20,Mate 20 X 5G,HUAWEI Mate series,monthly,nan,nan
9/25/20,Mate 20 Pro,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
9/25/20,Mate 20,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
9/25/20,Mate 20 RS,HUAWEI Mate series,monthly,nan,nan
9/25/20,Mate Xs,HUAWEI Mate series,monthly,,
9/25/20,Honor 30,HONOR series,monthly,,Android 10
9/25/20,Honor 30 Pro,HONOR series,monthly,,Android 10
9/25/20,Honor View30,HONOR series,monthly,nan,nan
9/25/20,Honor View30 Pro,HONOR series,monthly,nan,nan
9/25/20,Honor 20,HONOR series,monthly,,Pie 9.0
9/25/20,Honor 20 Pro,HONOR series,monthly,,Pie 9.0
9/25/20,Honor View20,HONOR series,monthly,nan,nan
9/25/20,P40 lite,HUAWEI P series,quarterly,nan,nan
9/25/20,P40 lite 5G,HUAWEI P series,quarterly,nan,nan
9/25/20,P40 lite E,HUAWEI P series,quarterly,nan,nan
9/25/20,P smart+ 2019,HUAWEI P series,quarterly,nan,nan
9/25/20,P smart 2020,HUAWEI P series,quarterly,nan,nan
9/25/20,P smart Z,HUAWEI P series,quarterly,nan,nan
9/25/20,P30 lite,HUAWEI P series,quarterly,nan,nan
9/25/20,P Smart 2019,HUAWEI P series,quarterly,nan,nan
9/25/20,P smart Pro,HUAWEI P series,quarterly,nan,nan
9/25/20,P smart S,HUAWEI P series,quarterly,nan,nan
9/25/20,Mate 20 lite,HUAWEI Mate series,quarterly,nan,nan
9/25/20,Y9 Prime 2019,HUAWEI Y series,quarterly,nan,nan
9/25/20,Y9 2019,HUAWEI Y series,quarterly,nan,nan
9/25/20,Y7 2019,HUAWEI Y series,quarterly,nan,nan
9/25/20,Y6 2019,HUAWEI Y series,quarterly,nan,nan
9/25/20,Y6 Pro 2019,HUAWEI Y series,quarterly,nan,nan
9/25/20,Y5 2019,HUAWEI Y series,quarterly,nan,nan
9/25/20,Y MAX,HUAWEI Y series,quarterly,nan,nan
9/25/20,HUAWEI Y9s,HUAWEI Y series,quarterly,nan,nan
9/25/20,HUAWEI Y8s,HUAWEI Y series,quarterly,nan,nan
9/25/20,HUAWEI Y6s,HUAWEI Y series,quarterly,nan,nan
9/25/20,HUAWEI Y8P,HUAWEI Y series,quarterly,nan,nan
9/25/20,HUAWEI Y7P,HUAWEI Y series,quarterly,nan,nan
9/25/20,HUAWEI Y6P,HUAWEI Y series,quarterly,nan,nan
9/25/20,HUAWEI Y5P,HUAWEI Y series,quarterly,nan,nan
9/25/20,HUAWEI Y5 lite,HUAWEI Y series,quarterly,nan,nan
9/25/20,Honor 30S,HONOR series,quarterly,nan,nan
9/25/20,Honor 20i,HONOR series,quarterly,nan,nan
9/25/20,Honor 20e,HONOR series,quarterly,nan,nan
9/25/20,Honor 10i,HONOR series,quarterly,nan,nan
9/25/20,Honor 10 Lite,HONOR series,quarterly,nan,nan
9/25/20,Honor 9X,HONOR series,quarterly,nan,nan
9/25/20,Honor 9X Pro,HONOR series,quarterly,nan,nan
9/25/20,Honor 9X Lite,HONOR series,quarterly,nan,nan
9/25/20,Honor 9A,HONOR series,quarterly,nan,nan
9/25/20,Honor 9C,HONOR series,quarterly,nan,nan
9/25/20,Honor 9S,HONOR series,quarterly,nan,nan
9/25/20,Honor 8A,HONOR series,quarterly,nan,nan
9/25/20,Honor 8X,HONOR series,quarterly,,
9/25/20,Honor 8X Max,HONOR series,quarterly,nan,nan
9/25/20,Honor 8S,HONOR series,quarterly,nan,nan
9/25/20,Honor 8C,HONOR series,quarterly,nan,nan
9/25/20,Honor 7S,HONOR series,quarterly,nan,nan
9/25/20,nova 7,HUAWEI nova series,quarterly,EMUI,Android 10
9/25/20,nova 7i,HUAWEI nova series,quarterly,EMUI 12,"10.0 ""Pie"""
9/25/20,nova 7 SE,HUAWEI nova series,quarterly,nan,nan
9/25/20,nova 5T,HUAWEI nova series,quarterly,nan,nan
9/25/20,nova 4,HUAWEI nova series,quarterly,nan,nan
9/25/20,nova 3,HUAWEI nova series,quarterly,nan,nan
9/25/20,nova Lite 3,HUAWEI nova series,quarterly,nan,nan
9/25/20,nova 3i,HUAWEI nova series,quarterly,,"9.0 ""Pie"""
9/25/20,HUAWEI MatePad Pro,Tablets,quarterly,nan,nan
9/25/20,"M6(8.4"" & 10.8"")",Tablets,quarterly,nan,nan
9/25/20,"T5 (10.1"")",Tablets,quarterly,nan,nan
9/25/20,"M5 lite (10.1"" & 8.0"")",Tablets,quarterly,nan,nan
9/29/20,P40,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
9/29/20,P40 Pro,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
9/29/20,P40 Pro+,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
9/29/20,P30 Pro,HUAWEI P series,monthly,EMUI 12,Android 10
9/29/20,P30,HUAWEI P series,monthly,EMUI 12,Android 10
9/29/20,Mate 30,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
9/29/20,Mate 30 pro,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
9/29/20,Mate 30 Pro 5G,HUAWEI Mate series,monthly,nan,nan
9/29/20,Mate 20 X,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
9/29/20,Mate 20 X 5G,HUAWEI Mate series,monthly,nan,nan
9/29/20,Mate 20 Pro,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
9/29/20,Mate 20,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
9/29/20,Mate 20 RS,HUAWEI Mate series,monthly,nan,nan
9/29/20,Mate Xs,HUAWEI Mate series,monthly,,
9/29/20,Honor 30,HONOR series,monthly,,Android 10
9/29/20,Honor 30 Pro,HONOR series,monthly,,Android 10
9/29/20,Honor View30,HONOR series,monthly,nan,nan
9/29/20,Honor View30 Pro,HONOR series,monthly,nan,nan
9/29/20,Honor 20,HONOR series,monthly,,Pie 9.0
9/29/20,Honor 20 Pro,HONOR series,monthly,,Pie 9.0
9/29/20,Honor View20,HONOR series,monthly,nan,nan
9/29/20,P40 lite,HUAWEI P series,quarterly,nan,nan
9/29/20,P40 lite 5G,HUAWEI P series,quarterly,nan,nan
9/29/20,P40 lite E,HUAWEI P series,quarterly,nan,nan
9/29/20,P smart+ 2019,HUAWEI P series,quarterly,nan,nan
9/29/20,P smart 2020,HUAWEI P series,quarterly,nan,nan
9/29/20,P smart Z,HUAWEI P series,quarterly,nan,nan
9/29/20,P30 lite,HUAWEI P series,quarterly,nan,nan
9/29/20,P Smart 2019,HUAWEI P series,quarterly,nan,nan
9/29/20,P smart Pro,HUAWEI P series,quarterly,nan,nan
9/29/20,P smart S,HUAWEI P series,quarterly,nan,nan
9/29/20,Mate 20 lite,HUAWEI Mate series,quarterly,nan,nan
9/29/20,Y9 Prime 2019,HUAWEI Y series,quarterly,nan,nan
9/29/20,Y9 2019,HUAWEI Y series,quarterly,nan,nan
9/29/20,Y7 2019,HUAWEI Y series,quarterly,nan,nan
9/29/20,Y6 2019,HUAWEI Y series,quarterly,nan,nan
9/29/20,Y6 Pro 2019,HUAWEI Y series,quarterly,nan,nan
9/29/20,Y5 2019,HUAWEI Y series,quarterly,nan,nan
9/29/20,Y MAX,HUAWEI Y series,quarterly,nan,nan
9/29/20,HUAWEI Y9s,HUAWEI Y series,quarterly,nan,nan
9/29/20,HUAWEI Y8s,HUAWEI Y series,quarterly,nan,nan
9/29/20,HUAWEI Y6s,HUAWEI Y series,quarterly,nan,nan
9/29/20,HUAWEI Y8P,HUAWEI Y series,quarterly,nan,nan
9/29/20,HUAWEI Y7P,HUAWEI Y series,quarterly,nan,nan
9/29/20,HUAWEI Y6P,HUAWEI Y series,quarterly,nan,nan
9/29/20,HUAWEI Y5P,HUAWEI Y series,quarterly,nan,nan
9/29/20,HUAWEI Y5 lite,HUAWEI Y series,quarterly,nan,nan
9/29/20,Honor 30S,HONOR series,quarterly,nan,nan
9/29/20,Honor 20i,HONOR series,quarterly,nan,nan
9/29/20,Honor 20e,HONOR series,quarterly,nan,nan
9/29/20,Honor 10i,HONOR series,quarterly,nan,nan
9/29/20,Honor 10 Lite,HONOR series,quarterly,nan,nan
9/29/20,Honor 9X,HONOR series,quarterly,nan,nan
9/29/20,Honor 9X Pro,HONOR series,quarterly,nan,nan
9/29/20,Honor 9X Lite,HONOR series,quarterly,nan,nan
9/29/20,Honor 9A,HONOR series,quarterly,nan,nan
9/29/20,Honor 9C,HONOR series,quarterly,nan,nan
9/29/20,Honor 9S,HONOR series,quarterly,nan,nan
9/29/20,Honor 8A,HONOR series,quarterly,nan,nan
9/29/20,Honor 8X,HONOR series,quarterly,,
9/29/20,Honor 8X Max,HONOR series,quarterly,nan,nan
9/29/20,Honor 8S,HONOR series,quarterly,nan,nan
9/29/20,Honor 8C,HONOR series,quarterly,nan,nan
9/29/20,Honor 7S,HONOR series,quarterly,nan,nan
9/29/20,nova 7,HUAWEI nova series,quarterly,EMUI,Android 10
9/29/20,nova 7i,HUAWEI nova series,quarterly,EMUI 12,"10.0 ""Pie"""
9/29/20,nova 7 SE,HUAWEI nova series,quarterly,nan,nan
9/29/20,nova 5T,HUAWEI nova series,quarterly,nan,nan
9/29/20,nova 4,HUAWEI nova series,quarterly,nan,nan
9/29/20,nova 3,HUAWEI nova series,quarterly,nan,nan
9/29/20,nova Lite 3,HUAWEI nova series,quarterly,nan,nan
9/29/20,nova 3i,HUAWEI nova series,quarterly,,"9.0 ""Pie"""
9/29/20,HUAWEI MatePad Pro,Tablets,quarterly,nan,nan
9/29/20,"M6(8.4"" & 10.8"")",Tablets,quarterly,nan,nan
9/29/20,"T5 (10.1"")",Tablets,quarterly,nan,nan
9/29/20,"M5 lite (10.1"" & 8.0"")",Tablets,quarterly,nan,nan
10/23/20,HUAWEI Mate 20 X 5G,HUAWEI Mate series,monthly,nan,nan
10/23/20,HUAWEI Mate 30,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
10/23/20,HUAWEI Mate 30 Pro,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
10/23/20,HUAWEI Mate 30 Pro (5G),HUAWEI Mate series,monthly,nan,nan
10/23/20,HUAWEI Mate Xs,HUAWEI Mate series,monthly,,
10/23/20,HUAWEI Mate 30 5G,HUAWEI Mate series,monthly,nan,nan
10/23/20,PORSCHE DESIGN HUAWEI Mate 30 RS,HUAWEI Mate series,monthly,nan,nan
10/23/20,HUAWEI nova 5T,HUAWEI nova series,monthly,nan,nan
10/23/20,HUAWEI nova 7,HUAWEI nova series,quarterly,EMUI,Android 10
10/23/20,HUAWEI nova 4,HUAWEI nova series,quarterly,nan,nan
10/23/20,HUAWEI  nova 3i,HUAWEI nova series,quarterly,,"9.0 ""Pie"""
10/23/20,HUAWEI MatePad Pro,Tablets,quarterly,nan,nan
10/23/20,"M6(8.4"" & 10.8"")",Tablets,quarterly,nan,nan
10/23/20,"T5 (10.1"")",Tablets,quarterly,nan,nan
10/23/20,"M5 lite (10.1"" & 8.0"")",Tablets,quarterly,nan,nan
11/9/20,HUAWEI Mate 20 X 5G,HUAWEI Mate series,monthly,nan,nan
11/9/20,HUAWEI Mate 30,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
11/9/20,HUAWEI Mate 30 Pro,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
11/9/20,HUAWEI Mate 30 Pro (5G),HUAWEI Mate series,monthly,nan,nan
11/9/20,HUAWEI Mate Xs,HUAWEI Mate series,monthly,,
11/9/20,HUAWEI Mate 30 5G,HUAWEI Mate series,monthly,nan,nan
11/9/20,PORSCHE DESIGN HUAWEI Mate 30 RS,HUAWEI Mate series,monthly,nan,nan
11/9/20,HUAWEI nova 5T,HUAWEI nova series,monthly,nan,nan
11/9/20,HUAWEI nova 7,HUAWEI nova series,quarterly,EMUI,Android 10
11/9/20,HUAWEI nova 4,HUAWEI nova series,quarterly,nan,nan
11/9/20,HUAWEI  nova 3i,HUAWEI nova series,quarterly,,"9.0 ""Pie"""
11/9/20,HUAWEI MatePad Pro,Tablets,quarterly,nan,nan
11/9/20,"M6(8.4"" & 10.8"")",Tablets,quarterly,nan,nan
11/9/20,"T5 (10.1"")",Tablets,quarterly,nan,nan
11/9/20,"M5 lite (10.1"" & 8.0"")",Tablets,quarterly,nan,nan
11/23/20,HUAWEI Mate 20 X 5G,HUAWEI Mate series,monthly,nan,nan
11/23/20,HUAWEI Mate 30,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
11/23/20,HUAWEI Mate 30 Pro,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
11/23/20,HUAWEI Mate 30 Pro (5G),HUAWEI Mate series,monthly,nan,nan
11/23/20,HUAWEI Mate Xs,HUAWEI Mate series,monthly,,
11/23/20,HUAWEI Mate 30 5G,HUAWEI Mate series,monthly,nan,nan
11/23/20,PORSCHE DESIGN HUAWEI Mate 30 RS,HUAWEI Mate series,monthly,nan,nan
11/23/20,HUAWEI nova 5T,HUAWEI nova series,monthly,nan,nan
11/23/20,HUAWEI nova 7,HUAWEI nova series,quarterly,EMUI,Android 10
11/23/20,HUAWEI nova 4,HUAWEI nova series,quarterly,nan,nan
11/23/20,HUAWEI  nova 3i,HUAWEI nova series,quarterly,,"9.0 ""Pie"""
11/23/20,HUAWEI MatePad Pro,Tablets,quarterly,nan,nan
11/23/20,"M6(8.4"" & 10.8"")",Tablets,quarterly,nan,nan
11/23/20,"T5 (10.1"")",Tablets,quarterly,nan,nan
11/23/20,"M5 lite (10.1"" & 8.0"")",Tablets,quarterly,nan,nan
11/23/20,HUAWEI Mate 20 X 5G,HUAWEI Mate series,monthly,nan,nan
11/23/20,HUAWEI Mate 30,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
11/23/20,HUAWEI Mate 30 Pro,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
11/23/20,HUAWEI Mate 30 Pro (5G),HUAWEI Mate series,monthly,nan,nan
11/23/20,HUAWEI Mate Xs,HUAWEI Mate series,monthly,,
11/23/20,HUAWEI Mate 30 5G,HUAWEI Mate series,monthly,nan,nan
11/23/20,PORSCHE DESIGN HUAWEI Mate 30 RS,HUAWEI Mate series,monthly,nan,nan
11/23/20,HUAWEI nova 5T,HUAWEI nova series,monthly,nan,nan
11/23/20,HUAWEI nova 7,HUAWEI nova series,quarterly,EMUI,Android 10
11/23/20,HUAWEI nova 4,HUAWEI nova series,quarterly,nan,nan
11/23/20,HUAWEI  nova 3i,HUAWEI nova series,quarterly,,"9.0 ""Pie"""
11/23/20,HUAWEI MatePad Pro,Tablets,quarterly,nan,nan
11/23/20,"M6(8.4"" & 10.8"")",Tablets,quarterly,nan,nan
11/23/20,"T5 (10.1"")",Tablets,quarterly,nan,nan
11/23/20,"M5 lite (10.1"" & 8.0"")",Tablets,quarterly,nan,nan
11/29/20,HUAWEI Mate 40 Pro,HUAWEI Mate series,monthly,EMUI 13,Android 12
11/29/20,HUAWEI Mate 30,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
11/29/20,HUAWEI Mate 30 Pro,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
11/29/20,HUAWEI Mate 30 Pro 5G,HUAWEI Mate series,monthly,nan,nan
11/29/20,HUAWEI Mate 20 X (5G),HUAWEI Mate series,monthly,nan,nan
11/29/20,HUAWEI Mate Xs,HUAWEI Mate series,monthly,,
11/29/20,HUAWEI P40,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
11/29/20,HUAWEI P40 Pro,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
11/29/20,HUAWEI P40 Pro+,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
11/29/20,HUAWEI P30,HUAWEI P series,monthly,EMUI 12,Android 10
11/29/20,HUAWEI P30 lite New Edition,HUAWEI P series,monthly,nan,nan
11/29/20,HUAWEI P30 Pro,HUAWEI P series,monthly,EMUI 12,Android 10
11/29/20,HONOR 20,HONOR series,monthly,,Pie 9.0
11/29/20,HONOR 20 Pro,HONOR series,monthly,,Pie 9.0
11/29/20,HONOR View 20,HONOR series,monthly,,
11/29/20,HUAWEI P40 lite,HUAWEI P series,quarterly,nan,nan
11/29/20,HUAWEI P40 lite 5G,HUAWEI P series,quarterly,nan,nan
11/29/20,HUAWEI P40 lite E,HUAWEI P series,quarterly,nan,nan
11/29/20,HUAWEI P30 lite,HUAWEI P series,quarterly,nan,nan
11/29/20,HUAWEI P smart 2019,HUAWEI P series,quarterly,nan,nan
11/29/20,HUAWEI P smart 2020,HUAWEI P series,quarterly,nan,nan
11/29/20,HUAWEI P smart S,HUAWEI P series,quarterly,nan,nan
11/29/20,HUAWEI P smart+ 2019,HUAWEI P series,quarterly,nan,nan
11/29/20,HUAWEI nova 7,HUAWEI nova series,quarterly,EMUI,Android 10
11/29/20,HUAWEI nova 7 SE,HUAWEI nova series,quarterly,nan,nan
11/29/20,HUAWEI nova 7i,HUAWEI nova series,quarterly,EMUI 12,"10.0 ""Pie"""
11/29/20,HUAWEI nova 5T,HUAWEI nova series,quarterly,nan,nan
11/29/20,HUAWEI nova 4,HUAWEI nova series,quarterly,nan,nan
11/29/20,HUAWEI nova lite 3,HUAWEI nova series,quarterly,nan,nan
11/29/20,HUAWEI nova lite 3,HUAWEI nova series,quarterly,nan,nan
11/29/20,HUAWEI nova lite 3+,HUAWEI nova series,quarterly,nan,nan
11/29/20,HUAWEI nova 3i,HUAWEI nova series,quarterly,,"9.0 ""Pie"""
11/29/20,HUAWEI Mate 20 lite,HUAWEI Mate series,quarterly,nan,nan
11/29/20,HONOR 30,HONOR series,quarterly,,Android 10
11/29/20,HONOR 30 Pro+,HONOR series,quarterly,,Android 10
11/29/20,HONOR 30i,HONOR series,quarterly,nan,nan
11/29/20,Honor 30S,HONOR series,quarterly,nan,nan
11/29/20,HONOR View 30 Pro,HONOR series,quarterly,nan,nan
11/29/20,HONOR 20e,HONOR series,quarterly,nan,nan
11/29/20,HONOR 20i,HONOR series,quarterly,nan,nan
11/29/20,Honor 20S,HONOR series,quarterly,nan,nan
11/29/20,HONOR 20 lite,HONOR series,quarterly,nan,nan
11/29/20,HONOR 10 lite,HONOR series,quarterly,nan,nan
11/29/20,HONOR 10i,HONOR series,quarterly,nan,nan
11/29/20,HONOR 9A,HONOR series,quarterly,nan,nan
11/29/20,HONOR 9C,HONOR series,quarterly,nan,nan
11/29/20,HONOR 9S,HONOR series,quarterly,nan,nan
11/29/20,HONOR 9X,HONOR series,quarterly,nan,nan
11/29/20,HONOR 9X lite,HONOR series,quarterly,nan,nan
11/29/20,HONOR 9X Pro,HONOR series,quarterly,nan,nan
11/29/20,HONOR 8A,HONOR series,quarterly,nan,nan
11/29/20,HONOR 8S,HONOR series,quarterly,nan,nan
11/29/20,HONOR 8A Pro,HONOR series,quarterly,nan,nan
11/29/20,HUAWEI Y5 2019,HUAWEI Y series,quarterly,nan,nan
11/29/20,HUAWEI Y5p,HUAWEI Y series,quarterly,nan,nan
11/29/20,HUAWEI Y6 2019,HUAWEI Y series,quarterly,nan,nan
11/29/20,HUAWEI Y6 Prime 2019,HUAWEI Y series,quarterly,nan,nan
11/29/20,HUAWEI Y6 Pro 2019,HUAWEI Y series,quarterly,nan,nan
11/29/20,HUAWEI Y6p,HUAWEI Y series,quarterly,nan,nan
11/29/20,HUAWEI Y6s,HUAWEI Y series,quarterly,nan,nan
11/29/20,HUAWEI Y7 2019,HUAWEI Y series,quarterly,nan,nan
11/29/20,HUAWEI Y7 Prime 2019,HUAWEI Y series,quarterly,nan,nan
11/29/20,HUAWEI Y7 Pro 2019,HUAWEI Y series,quarterly,nan,nan
11/29/20,HUAWEI Y7p,HUAWEI Y series,quarterly,nan,nan
11/29/20,HUAWEI Y8p,HUAWEI Y series,quarterly,nan,nan
11/29/20,HUAWEI Y8s,HUAWEI Y series,quarterly,nan,nan
11/29/20,HUAWEI Y9 Prime 2019,HUAWEI Y series,quarterly,nan,nan
11/29/20,HUAWEI Y9a,HUAWEI Y series,quarterly,nan,nan
11/29/20,HUAWEI Y9s,HUAWEI Y series,quarterly,nan,nan
11/29/20,HUAWEI MediaPad T3,Tablets,quarterly,nan,nan
11/29/20,HUAWEI MediaPad T5,Tablets,quarterly,nan,nan
11/29/20,HUAWEI MediaPad M5 lite 10,Tablets,quarterly,nan,nan
11/29/20,HUAWEI MediaPad M5 lite 8,Tablets,quarterly,nan,nan
11/29/20,HUAWEI MatePad Pro,Tablets,quarterly,nan,nan
11/29/20,HUAWEI MediaPad M6,Tablets,quarterly,nan,nan
11/29/20,HUAWEI MatePad,Tablets,quarterly,nan,nan
11/29/20,HUAWEI MatePad T,Tablets,quarterly,nan,nan
11/29/20,HUAWEI MatePad T 10s,Tablets,quarterly,nan,nan
11/29/20,HUAWEI MatePad T 10,Tablets,quarterly,nan,nan
11/29/20,HONOR Pad V6,Tablets,quarterly,nan,nan
1/26/21,HUAWEI Mate 40 Pro,HUAWEI Mate series,monthly,EMUI 13,Android 12
1/26/21,HUAWEI Mate 30,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
1/26/21,HUAWEI Mate 30 Pro,HUAWEI Mate series,monthly,EMUI 10.1,Android 10
1/26/21,HUAWEI Mate 30 Pro 5G,HUAWEI Mate series,monthly,nan,nan
1/26/21,HUAWEI Mate 20 X (5G),HUAWEI Mate series,monthly,nan,nan
1/26/21,HUAWEI Mate Xs,HUAWEI Mate series,monthly,,
1/26/21,HUAWEI P40,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
1/26/21,HUAWEI P40 Pro,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
1/26/21,HUAWEI P40 Pro+,HUAWEI P series,monthly,EMUI 12,Android 10 (SDK Rom)
1/26/21,HUAWEI P30,HUAWEI P series,monthly,EMUI 12,Android 10
1/26/21,HUAWEI P30 lite New Edition,HUAWEI P series,monthly,nan,nan
1/26/21,HUAWEI P30 Pro,HUAWEI P series,monthly,EMUI 12,Android 10
1/26/21,HONOR 20,HONOR series,monthly,,Pie 9.0
1/26/21,HONOR 20 Pro,HONOR series,monthly,,Pie 9.0
1/26/21,HONOR View 20,HONOR series,monthly,,
1/26/21,HUAWEI P40 lite,HUAWEI P series,quarterly,nan,nan
1/26/21,HUAWEI P40 lite 5G,HUAWEI P series,quarterly,nan,nan
1/26/21,HUAWEI P40 lite E,HUAWEI P series,quarterly,nan,nan
1/26/21,HUAWEI P30 lite,HUAWEI P series,quarterly,nan,nan
1/26/21,HUAWEI P smart 2019,HUAWEI P series,quarterly,nan,nan
1/26/21,HUAWEI P smart 2020,HUAWEI P series,quarterly,nan,nan
1/26/21,HUAWEI P smart S,HUAWEI P series,quarterly,nan,nan
1/26/21,HUAWEI P smart+ 2019,HUAWEI P series,quarterly,nan,nan
1/26/21,HUAWEI nova 7,HUAWEI nova series,quarterly,EMUI,Android 10
