CVE,Severity,Year,Month,Affected Versions
CVE-2022-38986,Critical,2022,10,EMUI 12.0.0
CVE-2022-38998,Medium,2022,10,EMUI 12.0.0
CVE-2022-39011,Medium,2022,10,EMUI 12.0.0
CVE-2022-41576,Medium,2022,10,"EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-41577,Medium,2022,10,EMUI 12.0.0
CVE-2022-41578,High,2022,10,"EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-41580,Medium,2022,10,"EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-41581,Medium,2022,10,"EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-41582,High,2022,10,"EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-41583,Medium,2022,10,EMUI 12.0.0
CVE-2022-41584,Medium,2022,10,"EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-41585,Medium,2022,10,"EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-41586,Medium,2022,10,"EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-41587,Medium,2022,10,EMUI 11.0.1
CVE-2022-41588,Medium,2022,10,"EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-41589,High,2022,10,EMUI 12.0.0
CVE-2022-41592,Medium,2022,10,"EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-41593,Medium,2022,10,"EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-41594,Medium,2022,10,"EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-41595,Medium,2022,10,"EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-41597,Medium,2022,10,"EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-41598,Medium,2022,10,"EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-41600,Medium,2022,10,"EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-41601,Medium,2022,10,"EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-41602,Medium,2022,10,"EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-41603,Medium,2022,10,"EMUI 12.0.0, EMUI 11.0.1"
CVE-2021-46851,High,2022,11,EMUI12.0.0
CVE-2021-46852,Medium,2022,11,EMUI12.0.0
CVE-2022-44546,High,2022,11,EMUI12.0.0
CVE-2022-44547,High,2022,11,EMUI12.0.0
CVE-2022-44548,Medium,2022,11,"EMUI12.0.1, EMUI12.0.0, EMUI11.0.1"
CVE-2022-44549,Medium,2022,11,"EMUI12.0.1, EMUI12.0.0, EMUI11.0.1"
CVE-2022-44550,High,2022,11,"EMUI12.0.1, EMUI12.0.0, EMUI11.0.1"
CVE-2022-44551,Medium,2022,11,"EMUI12.0.1, EMUI12.0.0, EMUI11.0.1"
CVE-2022-44552,Medium,2022,11,EMUI11.0.1
CVE-2022-44553,Medium,2022,11,"EMUI12.0.1, EMUI12.0.0, EMUI11.0.1"
CVE-2022-44554,Medium,2022,11,EMUI12.0.0
CVE-2022-44555,Medium,2022,11,"EMUI12.0.1, EMUI12.0.0, EMUI11.0.1"
CVE-2022-44556,High,2022,11,EMUI12.0.0
CVE-2022-44557,High,2022,11,"EMUI12.0.1, EMUI12.0.0, EMUI11.0.1"
CVE-2022-44558,Medium,2022,11,"EMUI12.0.1, EMUI12.0.0, EMUI11.0.1"
CVE-2022-44559,Medium,2022,11,"EMUI12.0.1, EMUI12.0.0, EMUI11.0.1"
CVE-2022-44560,Medium,2022,11,"EMUI12.0.1, EMUI12.0.0, EMUI11.0.1"
CVE-2022-44561,Medium,2022,11,"EMUI12.0.1, EMUI12.0.0, EMUI11.0.1"
CVE-2022-44562,Medium,2022,11,"EMUI12.0.1, EMUI12.0.0, EMUI11.0.1"
CVE-2022-44563,High,2022,11,"EMUI12.0.1, EMUI12.0.0, EMUI11.0.1"
CVE-2022-41591,High,2022,12,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-41596,High,2022,12,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-41599,Medium,2022,12,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-46312,Medium,2022,12,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-46317,Medium,2022,12,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-46318,Medium,2022,12,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-46319,Medium,2022,12,"EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-46320,Medium,2022,12,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-46321,Medium,2022,12,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-46322,Critical,2022,12,EMUI 12.0.0
CVE-2022-46323,Critical,2022,12,EMUI 12.0.0
CVE-2022-46324,Critical,2022,12,EMUI 12.0.0
CVE-2022-46325,Critical,2022,12,EMUI 12.0.0
CVE-2022-46326,Critical,2022,12,EMUI 12.0.0
CVE-2022-46327,High,2022,12,EMUI 12.0.0
CVE-2022-46328,High,2022,12,EMUI 12.0.0
CVE-2021-46856,Medium,2023,1,"EMUI 12.0.1, EMUI 12.0.0"
CVE-2021-46867,Medium,2023,1,EMUI 12.0.0
CVE-2021-46868,Medium,2023,1,EMUI 12.0.0
CVE-2022-46761,Medium,2023,1,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-46762,High,2023,1,EMUI 12.0.0
CVE-2022-47974,Medium,2023,1,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-47975,Medium,2023,1,EMUI 12.0.0
CVE-2022-47976,High,2023,1,EMUI 12.0.0
CVE-2022-48286,Medium,2023,2,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48287,Medium,2023,2,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48288,Medium,2023,2,EMUI 12.0.1
CVE-2022-48289,Medium,2023,2,EMUI 12.0.1
CVE-2022-48292,Medium,2023,2,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48293,Medium,2023,2,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48294,Medium,2023,2,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48295,Medium,2023,2,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48296,Medium,2023,2,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48297,Medium,2023,2,EMUI 12.0.1
CVE-2022-48298,Medium,2023,2,EMUI 12.0.1
CVE-2022-48299,Medium,2023,2,EMUI 12.0.1
CVE-2022-48300,Medium,2023,2,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48301,High,2023,2,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48302,Medium,2023,2,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-46315,Medium,2023,3,"EMUI 12.0.1, EMUI 12.0.0"
CVE-2022-48291,High,2023,3,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48346,High,2023,3,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48347,High,2023,3,EMUI 13.0.0
CVE-2022-48348,Medium,2023,3,EMUI 13.0.0
CVE-2022-48349,Medium,2023,3,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48350,High,2023,3,EMUI 13.0.0
CVE-2022-48351,Medium,2023,3,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0"
CVE-2022-48352,Medium,2023,3,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2022-48353,Critical,2023,3,EMUI 12.0.0
CVE-2022-48354,High,2023,3,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2022-48355,Medium,2023,3,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2022-48356,Medium,2023,3,EMUI 12.0.0
CVE-2022-48357,High,2023,3,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48358,Medium,2023,3,EMUI 13.0.0
CVE-2022-48359,Medium,2023,3,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48360,High,2023,3,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2022-48361,High,2023,3,EMUI 13.0.0
CVE-2023-26547,High,2023,3,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-26548,High,2023,3,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-26549,Medium,2023,3,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48312,High,2023,4,EMUI 12.0.0
CVE-2022-48313,High,2023,4,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0"
CVE-2022-48314,High,2023,4,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-1692,High,2023,4,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-1693,High,2023,4,"EMUI 13.0.0, EMUI 11.0.1"
CVE-2023-1694,High,2023,4,"EMUI 13.0.0, EMUI 11.0.1"
CVE-2023-1696,High,2023,4,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2021-46881,Critical,2023,5,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0"
CVE-2021-46882,Critical,2023,5,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0"
CVE-2021-46883,Critical,2023,5,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0"
CVE-2021-46884,Critical,2023,5,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0"
CVE-2021-46885,High,2023,5,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0"
CVE-2021-46886,High,2023,5,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0"
CVE-2021-46887,High,2023,5,"EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0"
CVE-2022-48480,High,2023,5,"EMUI 11.0.0, EMUI 10.1.1, EMUI 10.1.0"
CVE-2023-0116,Medium,2023,5,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0"
CVE-2023-0117,Medium,2023,5,EMUI 13.0.0
CVE-2023-31225,Medium,2023,5,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-31226,Medium,2023,5,EMUI 13.0.0
CVE-2023-31227,Medium,2023,5,EMUI 13.0.0
CVE-2022-48486,Medium,2023,6,EMUI 12.0.0
CVE-2022-48487,Medium,2023,6,EMUI 12.0.0
CVE-2022-48488,Medium,2023,6,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48489,High,2023,6,EMUI 12.0.0
CVE-2022-48490,Critical,2023,6,EMUI 12.0.0
CVE-2022-48491,Medium,2023,6,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48492,Medium,2023,6,EMUI 12.0.0
CVE-2022-48493,High,2023,6,EMUI 12.0.0
CVE-2022-48494,Medium,2023,6,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48495,Medium,2023,6,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0"
CVE-2022-48496,Medium,2023,6,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48497,Critical,2023,6,EMUI 12.0.0
CVE-2022-48498,Medium,2023,6,EMUI 12.0.0
CVE-2022-48499,Medium,2023,6,EMUI 12.0.0
CVE-2022-48500,Medium,2023,6,EMUI 12.0.0
CVE-2022-48501,Critical,2023,6,EMUI 12.0.0
CVE-2023-31226,Medium,2023,6,"EMUI 13.0.0, EMUI 12.0.1"
CVE-2023-34155,Medium,2023,6,EMUI 13.0.0
CVE-2023-34156,Medium,2023,6,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-34158,High,2023,6,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-34159,Medium,2023,6,EMUI 13.0.0
CVE-2023-34160,High,2023,6,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-34161,Medium,2023,6,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-34162,Medium,2023,6,EMUI 13.0.0
CVE-2023-34163,Medium,2023,6,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-34166,Medium,2023,6,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-34167,Medium,2023,6,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2021-40014,Medium,2023,7,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0"
CVE-2021-40027,High,2023,7,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0"
CVE-2021-40032,Medium,2023,7,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0"
CVE-2021-46890,Critical,2023,7,EMUI 12.0.0
CVE-2021-46891,Critical,2023,7,EMUI 12.0.0
CVE-2021-46892,Medium,2023,7,"EMUI 12.0.1, EMUI 12.0.0"
CVE-2021-46893,Critical,2023,7,EMUI 12.0.0
CVE-2021-46894,High,2023,7,EMUI 12.0.0
CVE-2022-48507,Medium,2023,7,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48508,High,2023,7,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48509,Medium,2023,7,"EMUI 12.0.1, EMUI 12.0.0"
CVE-2022-48510,Medium,2023,7,EMUI 12.0.0
CVE-2022-48511,Medium,2023,7,EMUI 12.0.0
CVE-2022-48512,High,2023,7,EMUI 12.0.0
CVE-2022-48513,Medium,2023,7,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48515,Medium,2023,7,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48516,Medium,2023,7,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48517,Medium,2023,7,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48518,Medium,2023,7,"EMUI 12.0.1, EMUI 12.0.0"
CVE-2022-48519,Medium,2023,7,"EMUI 12.0.1, EMUI 12.0.0"
CVE-2022-48520,Medium,2023,7,"EMUI 12.0.1, EMUI 12.0.0"
CVE-2023-1691,Medium,2023,7,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-1695,Medium,2023,7,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-34164,Medium,2023,7,EMUI 13.0.0
CVE-2023-3455,High,2023,7,EMUI 13.0.0
CVE-2023-3456,Medium,2023,7,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0"
CVE-2023-37238,Medium,2023,7,EMUI 13.0.0
CVE-2023-37239,Medium,2023,7,"EMUI 13.0.0, EMUI 12.0.1"
CVE-2023-37240,Medium,2023,7,"EMUI 13.0.0, EMUI 12.0.1"
CVE-2023-37241,Medium,2023,7,EMUI 13.0.0
CVE-2023-37242,Medium,2023,7,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-37245,Medium,2023,7,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2021-40006,High,2023,8,"EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2021-46895,Medium,2023,8,EMUI 12.0.0
CVE-2023-39380,Medium,2023,8,EMUI 13.0.0
CVE-2023-39381,Medium,2023,8,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-39382,Medium,2023,8,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-39383,Medium,2023,8,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-39384,Medium,2023,8,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-39385,Medium,2023,8,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-39386,Medium,2023,8,EMUI 13.0.0
CVE-2023-39387,Medium,2023,8,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-39388,High,2023,8,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-39389,High,2023,8,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-39390,Medium,2023,8,EMUI 13.0.0
CVE-2023-39391,Medium,2023,8,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-39392,High,2023,8,"EMUI 13.0.0, EMUI 12.0.1"
CVE-2023-39393,High,2023,8,"EMUI 13.0.0, EMUI 12.0.1"
CVE-2023-39394,Medium,2023,8,"EMUI 13.0.0, EMUI 12.0.1"
CVE-2023-39395,Medium,2023,8,"EMUI 13.0.0, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-39396,High,2023,8,EMUI 13.0.0
CVE-2023-39397,Medium,2023,8,"EMUI 13.0.0, EMUI 12.0.1"
CVE-2023-39398,Medium,2023,8,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-39399,Medium,2023,8,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-39400,Medium,2023,8,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-39401,Medium,2023,8,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-39402,Medium,2023,8,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-39403,Medium,2023,8,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-39404,Medium,2023,8,EMUI 13.0.0
CVE-2023-39405,High,2023,8,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-39406,Medium,2023,8,EMUI 13.0.0
CVE-2022-46316,High,2023,9,"EMUI 13.0.0, EMUI 11.0.1"
CVE-2022-48606,Medium,2023,9,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-39408,High,2023,9,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-39409,High,2023,9,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-41293,High,2023,9,EMUI 13.0.0
CVE-2023-41296,Medium,2023,9,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-41297,Medium,2023,9,EMUI 12.0.0
CVE-2023-41298,Medium,2023,9,"EMUI 13.0.0, EMUI 12.0.1"
CVE-2023-41299,Medium,2023,9,EMUI 13.0.0
CVE-2023-41300,Medium,2023,9,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-41301,Medium,2023,9,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0"
CVE-2023-41302,Medium,2023,9,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0"
CVE-2023-41303,Medium,2023,9,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0"
CVE-2023-41305,Medium,2023,9,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-41306,Medium,2023,9,"EMUI 12.0.1, EMUI 12.0.0"
CVE-2023-41307,Medium,2023,9,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-41308,Medium,2023,9,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0"
CVE-2023-41309,Medium,2023,9,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0"
CVE-2023-41310,Medium,2023,9,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-41311,Medium,2023,9,"EMUI 13.0.0, EMUI 12.0.1"
CVE-2023-41312,Medium,2023,9,"EMUI 13.0.0, EMUI 12.0.1"
CVE-2023-4565,Medium,2023,9,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-41295,Medium,2023,10,EMUI 13.0.0
CVE-2023-41304,Medium,2023,10,EMUI 13.0.0
CVE-2023-44093,High,2023,10,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-44094,High,2023,10,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0"
CVE-2023-44095,High,2023,10,"EMUI 13.0.0, EMUI 12.0.1"
CVE-2023-44096,High,2023,10,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0"
CVE-2023-44097,Medium,2023,10,"EMUI 13.0.0, EMUI 12.0.1"
CVE-2023-44100,Medium,2023,10,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-44102,Medium,2023,10,"EMUI 13.0.0, EMUI 12.0.1"
CVE-2023-44103,Medium,2023,10,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-44104,Medium,2023,10,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-44105,Medium,2023,10,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-44106,Medium,2023,10,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-44108,Medium,2023,10,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0"
CVE-2023-44109,Medium,2023,10,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0"
CVE-2023-44110,Medium,2023,10,"EMUI 13.0.0, EMUI 12.0.1"
CVE-2023-44111,Medium,2023,10,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0"
CVE-2023-44114,Medium,2023,10,EMUI 13.0.0
CVE-2023-44116,Medium,2023,10,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-44118,Medium,2023,10,"EMUI 13.0.0, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-44119,Medium,2023,10,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48613,Medium,2023,11,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-44098,Medium,2023,11,"EMUI 13.0.0, EMUI 12.0.1, EMUI 11.0.1"
CVE-2023-44115,Medium,2023,11,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0"
CVE-2023-46755,Medium,2023,11,"EMUI 13.0.0, EMUI 12.0.1 , EMUI 12.0.0"
CVE-2023-46756,Medium,2023,11,"EMUI 13.0.0, EMUI 12.0.1 , EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-46758,Medium,2023,11,"EMUI 13.0.0, EMUI 12.0.1 , EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-46759,Medium,2023,11,"EMUI 13.0.0, EMUI 12.0.1 , EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-46760,Medium,2023,11,EMUI 13.0.0
CVE-2023-46761,Medium,2023,11,EMUI 13.0.0
CVE-2023-46762,Medium,2023,11,EMUI 13.0.0
CVE-2023-46763,Medium,2023,11,"EMUI 13.0.0, EMUI 12.0.1 , EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-46764,Medium,2023,11,"EMUI 13.0.0, EMUI 12.0.1 , EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-46765,Medium,2023,11,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-46766,Medium,2023,11,EMUI 13.0.0
CVE-2023-46767,Medium,2023,11,EMUI 13.0.0
CVE-2023-46768,High,2023,11,EMUI 13.0.0
CVE-2023-46769,High,2023,11,EMUI 13.0.0
CVE-2023-46770,High,2023,11,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-46771,Medium,2023,11,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-46772,Medium,2023,11,EMUI 11.0.1
CVE-2023-46774,Medium,2023,11,"EMUI 13.0.0, EMUI 12.0.1, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-5801,Critical,2023,11,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-44099,Medium,2023,12,EMUI 12.0.0
CVE-2023-44113,Medium,2023,12,EMUI 13.0.0
CVE-2023-46773,High,2023,12,EMUI 13.0.0
CVE-2023-49239,Medium,2023,12,"EMUI 13.0.0, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-49240,Medium,2023,12,"EMUI 13.0.0, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-49241,Medium,2023,12,"EMUI 13.0.0, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-49242,Medium,2023,12,"EMUI 13.0.0, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-49243,Medium,2023,12,"EMUI 13.0.0, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-49244,Medium,2023,12,EMUI 13.0.0
CVE-2023-49245,Medium,2023,12,"EMUI 13.0.0, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-49246,Medium,2023,12,"EMUI 13.0.0, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-49247,High,2023,12,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-49248,High,2023,12,"EMUI 13.0.0, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-6273,Medium,2023,12,"EMUI 13.0.0, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-44112,Medium,2024,1,"EMUI 13.0.0, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-44117,High,2024,1,EMUI 13.0.0
CVE-2023-4566,High,2024,1,EMUI 13.0.0
CVE-2023-52098,Medium,2024,1,"EMUI 13.0.0, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-52099,Medium,2024,1,"EMUI 13.0.0, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-52101,Medium,2024,1,"EMUI 13.0.0, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-52102,Medium,2024,1,"EMUI 13.0.0, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-52103,Medium,2024,1,EMUI 13.0.0
