filename,first_12_bytes,spl,identifier,firmware_name,os_version,android_version,patch_type
CPH1819EX_11_A.32_OTA_0320_all_201906202311.ozip,OPPOENCRYPT!,,491.0,,,,
CPH1819EX_11_OTA_0380_all_1GgSkhqDHNKT.ozip,OPPOENCRYPT!,2019-11-05,492.0,,,,
CPH1819EX_11_OTA_1140_all_Tj8Jg0gzscRO_local.ozip,OPPOENCRYPT!,2020-05-05,493.0,,,,
CPH1819EX_11_C.15_OTA_1150_all_202007102235.ozip,OPPOENCRYPT!,2020-07-05,494.0,,,,
CPH1819EX_11_OTA_2170_all_oGefjqSrUv2C.ozip,OPPOENCRYPT!,2020-08-05,495.0,,,,
CPH1819EX_11_OTA_2190_all_bEARMnsTMMYF.ozip,OPPOENCRYPT!,2020-09-05,496.0,,,,
CPH1821EX_11_A.32_OTA_0320_all_201906202311.ozip,OPPOENCRYPT!,,497.0,,,,
CPH1821EX_11_OTA_0380_all_1GgSkhqDHNKT.ozip,OPPOENCRYPT!,2019-11-05,498.0,,,,
CPH1821EX_11_OTA_1140_all_Tj8Jg0gzscRO_local.ozip,OPPOENCRYPT!,2020-05-05,499.0,,,,
CPH1821EX_11_C.15_OTA_1150_all_202007102235.ozip,OPPOENCRYPT!,2020-07-05,500.0,,,,
CPH1819EX_11_OTA_2230_all_kUAGkBGAMCBj.ozip,OPPOENCRYPT!,2020-12-05,501.0,,,,
CPH1819EX_11_OTA_2250_all_IRk6gKDcKJt4.ozip,OPPOENCRYPT!,2021-02-05,502.0,,,,
CPH1819EX_11_OTA_2270_all_UDPvGwZ2hP7v.ozip,OPPOENCRYPT!,2021-04-05,503.0,,,,
CPH1823EX_11_OTA_0080_all_WhoxlkN9EKhA_local.ozip,OPPOENCRYPT!,,504.0,,,,
CPH1823EX_11_OTA_0110_all_obvC9TuW2ITa_local.ozip,OPPOENCRYPT!,,505.0,,,,
CPH1823EX_11_OTA_0130_all_s46ajCGdxQ6G.ozip,OPPOENCRYPT!,,506.0,,,,
CPH1823EX_11_OTA_0140_all_odbPQx6BFM1j.ozip,OPPOENCRYPT!,,507.0,,,,
CPH1823EX_11_OTA_0170_all_lmJ2mLLNVHFi.ozip,OPPOENCRYPT!,,508.0,,,,
CPH1823EX_11_OTA_0200_all_KQk1AfKkf1ms.ozip,OPPOENCRYPT!,2019-11-05,509.0,,,,
CPH1823EX_11_OTA_1200_all_NK7RNp1jG6EQ.ozip,OPPOENCRYPT!,2020-05-05,510.0,,,,
CPH1823EX_11_OTA_2130_all_au4d1VhDjiMK.ozip,OPPOENCRYPT!,2020-08-05,511.0,,,,
CPH1823EX_11_OTA_2140_all_vJHW1HygD1uJ.ozip,OPPOENCRYPT!,2020-09-05,512.0,,,,
CPH1911EX_11_OTA_0100_all_PWs9UM6ibzrm.ozip,OPPOENCRYPT!,2019-04-05,513.0,,,,
CPH1911EX_11_OTA_0160_all_ySKA6F5A8qU3.ozip,OPPOENCRYPT!,2019-05-05,514.0,,,,
CPH1911EX_11_OTA_0220_all_36Y4lczs6a0e.ozip,OPPOENCRYPT!,2019-06-05,515.0,,,,
CPH1911EX_11_OTA_0460_all_kgcxYfhfSOOW.ozip,OPPOENCRYPT!,2020-07-05,516.0,,,,
CPH1969EX_11_OTA_0050_all_du91EypFI823.ozip,OPPOENCRYPT!,2019-03-05,517.0,,,,
CPH1969EX_11_OTA_0090_all_8eni52qVwznj.ozip,OPPOENCRYPT!,2019-04-05,518.0,,,,
CPH1969EX_11_OTA_0170_all_l2Rdk6hDoVSy.ozip,OPPOENCRYPT!,2019-05-05,519.0,,,,
CPH1969EX_11_OTA_0220_all_36Y4lczs6a0e.ozip,OPPOENCRYPT!,2019-06-05,520.0,,,,
CPH1969EX_11_OTA_0460_all_kgcxYfhfSOOW.ozip,OPPOENCRYPT!,2020-07-05,521.0,,,,
CPH1969EX_11_OTA_1290_all_RTFmR8bjr4JL.ozip,OPPOENCRYPT!,2020-07-05,522.0,,,,
CPH1969EX_11_OTA_1300_all_QzfA04CTFYEY.ozip,OPPOENCRYPT!,2020-08-05,523.0,,,,
CPH1969EX_11_OTA_1310_all_zdahyXz4N7Q5.ozip,OPPOENCRYPT!,2020-09-05,524.0,,,,
CPH1969EX_11_OTA_1330_all_h9Wv83LApJmA.ozip,OPPOENCRYPT!,2020-11-05,525.0,,,,
CPH1969EX_11_OTA_1350_all_jUajBSBmjdnZ.ozip,OPPOENCRYPT!,2021-02-05,526.0,,,,
CPH1969EX_11_OTA_1360_all_c81xKlgmMhob.ozip,OPPOENCRYPT!,2021-04-05,527.0,,,,
CPH1823EX_11_OTA_2160_all_EH4SPlqspg47.ozip,OPPOENCRYPT!,2020-12-05,528.0,,,,
CPH1823EX_11_OTA_2170_all_vcFKQvTreuPC.ozip,OPPOENCRYPT!,2021-02-05,529.0,,,,
CPH1823EX_11_OTA_2180_all_BlNfaypzortM.ozip,OPPOENCRYPT!,2021-04-05,530.0,,,,
CPH1609EX_11_OTA_0310_all_201907221047.ozip,OPPOENCRYPT!,,531.0,,,,
CPH1609EX_11_OTA_0320_all_201912280043.ozip,OPPOENCRYPT!,,532.0,,,,
CPH1801EX_11_A.08_OTA_0080_all_201804141451.ozip,PK,,533.0,,,,
CPH1801EX_11_OTA_0130_all_GUw5IJcGFaPH.ozip,PK,,534.0,,,,
CPH1801EX_11_OTA_0140_all_lLM847xeigs3.ozip,PK,,535.0,,,,
CPH1801EX_11_OTA_0150_all_5JQhdikSmXeH.ozip,PK,,536.0,,,,
CPH1801EX_11_OTA_0160_all_P7gf8rZ4P2JY.ozip,PK,,537.0,,,,
CPH1801EX_11_OTA_0170_all_FHDPQFDhNdxw.ozip,PK,,538.0,,,,
CPH1801EX_11_OTA_0200_all_VBdcWLo1Ail8.ozip,PK,,539.0,,,,
CPH1801EX_11_OTA_0210_all_l5GRAKFgpOco.ozip,PK,,540.0,,,,
CPH1801EX_11_OTA_0240_all_bKurlYTns6cs.ozip,PK,,541.0,,,,
CPH1801EX_11_OTA_0250_all_GjHwNjQwjGiv.ozip,PK,,542.0,,,,
CPH1801EX_11_OTA_0260_all_PDLTtXmGT1DU.ozip,PK,,543.0,,,,
CPH1701EX_11_A.33_OTA_033_all_201805081008.zip,PK,,544.0,,,,
CPH1701EX_11_OTA_035_all_201808092142.zip,PK,,545.0,,,,
A37fEX_11_OTA_028_all_201710081545.zip,PK,,546.0,,,,
A37fEX_11_OTA_036_all_201902272247.zip,PK,,547.0,,,,
CPH1717EX_11_A.13_OTA_0130_all_201806231548.zip,PK,,548.0,,,,
CPH1717EX_11_OTA_0160_all_TyzWgFaY4IWl.zip,PK,,549.0,,,,
CPH1717EX_11_OTA_0170_all_zkP9Cap5FkWA.zip,PK,,550.0,,,,
CPH1717EX_11_OTA_0180_all_3fRC8aScCDC6.zip,PK,,551.0,,,,
CPH1717EX_11_OTA_0200_all_qH7To0eMBCe5.zip,PK,,552.0,,,,
CPH1717EX_11_OTA_0220_all_jgJwah4HnzqH.zip,PK,,553.0,,,,
CPH1717EX_11_OTA_0230_all_HgaW6f5GJIg2.zip,PK,,554.0,,,,
CPH1717EX_11_OTA_0250_all_d2scY541RLXK.zip,PK,,555.0,,,,
CPH1717EX_11_OTA_0260_all_CnjREOn40wJI.zip,PK,,556.0,,,,
CPH1717EX_11_OTA_0270_all_Lx5yLHChegXh.zip,PK,,557.0,,,,
CPH1717EX_11_OTA_0280_all_oqtKKBAP76Wr.zip,PK,,558.0,,,,
CPH1803EX_11_A.09_OTA_0090_all.zip,PK,,559.0,,,,
CPH1803EX_11_A.12_OTA_0120_all.zip,PK,,560.0,,,,
CPH1803EX_11_A.13_OTA_0130_all.zip,PK,,561.0,,,,
CPH1803EX_11_A.17_OTA_0170_all.zip,PK,,562.0,,,,
CPH1803EX_11_OTA_0200_all_RYJM0Q6DtAuc.ozip,PK,,563.0,,,,
CPH1803EX_11_OTA_0240_all_y9VVWBYOdndL.ozip,PK,,564.0,,,,
CPH1803EX_11_OTA_0250_all_liF7doOFu5i5.ozip,PK,,565.0,,,,
CPH1803EX_11_OTA_0270_all_iPgkNWMgBUL8.ozip,PK,,566.0,,,,
CPH1803EX_11_OTA_0280_all_mWxVWIoCYdT7.ozip,PK,,567.0,,,,
CPH1803EX_11_OTA_0290_all_fYp2mH5OnDen.ozip,PK,,568.0,,,,
CPH1803EX_11_OTA_0310_all_M9keQ1YdMd6b.ozip,PK,,569.0,,,,
CPH1803EX_11_OTA_0320_all_CAUkbwuAQle2.ozip,PK,,570.0,,,,
CPH1803EX_11_OTA_0330_all_QRtdIUfjHPUB.ozip,PK,,571.0,,,,
CPH1803EX_11_OTA_0340_all_9lyHkBtUTrmx.ozip,PK,,572.0,,,,
CPH1853EX_11_OTA_0210_all_ApAk31CwZHyy.ozip,PK,,573.0,,,,
CPH1853EX_11_OTA_0220_all_ppdeZtCm33eb.ozip,PK,,574.0,,,,
CPH1853EX_11_OTA_0230_all_bufzG5IIseFi.ozip,PK,,575.0,,,,
CPH1809EX_11_OTA_0280_all_7kH7RriFrnA3.ozip,PK,,576.0,,,,
CPH1853EX_11_OTA_0290_all_3t6rxrBpXEvP.ozip,PK,,577.0,,,,
CPH1829EX_11_OTA_0310_all_bgEVqB5YjMUx.ozip,PK,,578.0,,,,
CPH1853EX_11_OTA_0360_all_pCuXM1nBIDuy.ozip,PK,,579.0,,,,
CPH1853EX_11_OTA_0370_all_1FYQAC47m8Z6.ozip,PK,,580.0,,,,
CPH1853EX_11_OTA_0380_all_mvHCpUD3KFWh.ozip,PK,,581.0,,,,
CPH1853EX_11_OTA_0390_all_qQmLjfJVO5eN.ozip,PK,,582.0,,,,
CPH1901EX_11_A.02_OTA_0020_all_201811141805.ozip,PK,,583.0,,,,
CPH1901EX_11_OTA_0060_all_HfD7xV59luCm.ozip,PK,,584.0,,,,
CPH1901EX_11_OTA_0070_all_T4SYwk0PQop7.ozip,PK,,585.0,,,,
CPH1901EX_11_OTA_0080_all_I3uKifvGzS9c.ozip,PK,,586.0,,,,
CPH1901EX_11_OTA_0120_all_lnYBemoIjaWK.ozip,PK,,587.0,,,,
CPH1901EX_11_OTA_0130_all_ZAgD2jzDN0yI.ozip,PK,,588.0,,,,
CPH1901EX_11_OTA_0150_all_GNn8iuQULtTh.ozip,PK,,589.0,,,,
CPH1901EX_11_OTA_0170_all_6LcHZvtqpUeE.ozip,PK,,590.0,,,,
CPH1901EX_11_OTA_0180_all_jkwwClpkA1zf.ozip,PK,,591.0,,,,
CPH1901EX_11_OTA_0190_all_4ubpwDpsm499.ozip,PK,,592.0,,,,
CPH1901EX_11_OTA_0200_all_AKD5r9tduvxQ.ozip,PK,,593.0,,,,
CPH1901EX_11_OTA_0210_all_HV35uZ5GkTgR.ozip,PK,,594.0,,,,
CPH1901EX_11_OTA_0220_all_RoJWAcHGvKvA.ozip,PK,,595.0,,,,
CPH1923EX_11_OTA_0170_all_0t3O73hdwYfn.ozip,PK,,596.0,,,,
CPH1923EX_11_OTA_0230_all_MyxjOAG5NvwV.ozip,PK,,597.0,,,,
CPH1923EX_11_OTA_0250_all_N7h8dkTg9vUL.ozip,PK,,598.0,,,,
CPH1923EX_11_OTA_0280_all_pULuONOJTCPU.ozip,PK,,599.0,,,,
CPH1923EX_11_OTA_0290_all_f5xYvNnwX3cH.ozip,PK,,600.0,,,,
CPH1923EX_11_OTA_0310_all_hhI5xrougvvn.ozip,PK,,601.0,,,,
CPH1923EX_11_OTA_0370_all_kyYOtiizmc1j.ozip,PK,,602.0,,,,
CPH1923EX_11_OTA_0380_all_6SzCTz1GbERP.ozip,PK,,603.0,,,,
CPH1923EX_11_OTA_0400_all_LKpafg5hDtkL.ozip,PK,,604.0,,,,
CPH1909EX_11_OTA_0210_all_4NavGNvWgtrj.ozip,PK,,605.0,,,,
CPH1909EX_11_OTA_0220_all_wvGFt4L43690.ozip,PK,,606.0,,,,
CPH1909EX_11_OTA_0240_all_cHlO8fMsB2mP.ozip,PK,,607.0,,,,
CPH1909EX_11_OTA_0250_all_OlN85g28bEq0.ozip,PK,,608.0,,,,
CPH1909EX_11_OTA_0280_all_IFSiSfZdD2zH.ozip,PK,,609.0,,,,
CPH1909EX_11_OTA_0360_all_JfNVvuqQWDjk.ozip,PK,,610.0,,,,
CPH1909EX_11_OTA_0380_all_vNjCkSsgFL9Z.ozip,PK,,611.0,,,,
CPH1909EX_11_OTA_0390_all_Iz2ubPp4m2JP.ozip,PK,,612.0,,,,
CPH1909EX_11_OTA_0410_all_89wGUhnTKGDd.ozip,PK,,613.0,,,,
CPH1909EX_11_OTA_0420_all_r98DE8hYG23c.ozip,PK,,614.0,,,,
CPH1909EX_11_OTA_0460_all_rIWZLqSw9YUP.ozip,PK,,615.0,,,,
A5_2020_11_A.13_OTA_0130_all_201910110031.ozip,PK,,616.0,,,,
A5_2020_11_OTA_0190_all_zQqxnxLtAFWo.ozip,PK,,617.0,,,,
A5_2020_11_OTA_0270_all_msR3SMNz1bdn.ozip,PK,,618.0,,,,
A5_2020_11_OTA_0430_all_MQg0Gb6DH3yF.ozip,PK,,619.0,,,,
CPH1931EX_11_OTA_0550_all_TB8Kut39rI6h.ozip,PK,,620.0,,,,
CPH1931EX_11_OTA_1730_all_x1AOUV19iEMV.ozip,PK,,621.0,,,,
CPH1931EX_11_OTA_1740_all_f9SKoC2eiLHe.ozip,PK,,622.0,,,,
CPH1931EX_11_OTA_1750_all_q7MqfJ3EOK6B.ozip,PK,,623.0,,,,
CPH1931EX_11_OTA_1770_all_ZfVTSjhIBp1I.ozip,PK,,624.0,,,,
CPH1931EX_11_OTA_1780_all_lEUmklsp3QtX.ozip,PK,,625.0,,,,
CPH1931EX_11_OTA_1790_all_gwOo5rqbYwLw.ozip,PK,,626.0,,,,
CPH1931EX_11_OTA_1810_all_2xXg0rceliAN.ozip,PK,,627.0,,,,
CPH2083PUEX_11_OTA_0490_all_DDXFhA6TFEZI.ozip,PK,,628.0,,,,
CPH2127PU_11_OTA_0510_all_IqeKUIeumLWz.ozip,PK,,629.0,,,,
CPH2127PU_11_OTA_0570_all_BUxYX3Nd8JE2.ozip,PK,,630.0,,,,
CPH2127PU_11_OTA_0650_all_Yq74ppa7blOX.ozip,PK,,631.0,,,,
CPH2127PU_11_OTA_0770_all_HG4wqdDYjvVu.ozip,PK,,632.0,,,,
CPH2083PUEX_11_OTA_0530_all_2ssJpLh7hn0n.ozip,PK,,633.0,,,,
CPH2083PUEX_11_OTA_0550_all_wycAxUXzYRvS.ozip,PK,,634.0,,,,
CPH2083PUEX_11_OTA_0630_all_xpXpsLhx9fEN.ozip,PK,,635.0,,,,
CPH2083PUEX_11_OTA_0650_all_t1Odq6XCRRLm.ozip,PK,,636.0,,,,
CPH2083PUEX_11_OTA_0670_all_MjBPi2BW4nIC.ozip,PK,,637.0,,,,
CPH2059PU_11_OTA_0310_all_KsnFwrZCBNZF.ozip,PK,,638.0,,,,
CPH2059PU_11_OTA_0410_all_nyR9vQEIjc29.ozip,PK,,639.0,,,,
CPH2059PU_11_OTA_0530_all_GRgNaQ9ovrNe.ozip,PK,,640.0,,,,
CPH2179PU_11_OTA_0150_all_qygxQnS48HOM.ozip,PK,,641.0,,,,
CPH2179PU_11_OTA_0170_all_yVd4f8UhMPz1.ozip,PK,,642.0,,,,
CPH2179PU_11_OTA_0210_all_6LDsHsSzX62H.ozip,PK,,643.0,,,,
CPH2179PU_11_OTA_0410_all_z1R2H8LqsY8S.ozip,PK,,644.0,,,,
CPH1989EX_11_OTA_0080_all_lczXHiTBHMni.ozip,OPPOENCRYPT!,2019-09-05,645.0,,,,
CPH1989EX_11_OTA_0100_all_Ya2349XbZE0f.ozip,OPPOENCRYPT!,2019-10-05,646.0,,,,
CPH1989EX_11_OTA_0110_all_td6UDIiGO5hf.ozip,OPPOENCRYPT!,2019-11-05,647.0,,,,
CPH1989EX_11_OTA_0180_all_hzB4QMDBLuVP.ozip,OPPOENCRYPT!,2020-06-05,648.0,,,,
CPH1989EX_11_OTA_1150_all_HcOBVqySu4QL.ozip,OPPOENCRYPT!,2020-09-05,649.0,,,,
CPH1989EX_11_OTA_1170_all_UYw3OL95EtlM.ozip,OPPOENCRYPT!,2020-12-05,650.0,,,,
CPH1989EX_11_OTA_1190_all_BNmwe83KIV98.ozip,OPPOENCRYPT!,2021-02-05,651.0,,,,
CPH1989EX_11_OTA_1200_all_f5jdg3ZRx4WG.ozip,OPPOENCRYPT!,2021-04-05,652.0,,,,
CPH1871EX_11_OTA_0120_all_QapgQDttHoOk.ozip,OPPOENCRYPT!,2019-02-05,653.0,,,,
CPH1871EX_11_OTA_0130_all_ulGyo6pgKmXa.ozip,OPPOENCRYPT!,2019-03-05,654.0,,,,
CPH1831EX_11_OTA_0250_all_DZgWjAg52F0S.ozip,OPPOENCRYPT!,,655.0,,,,
M6763A_11_OTA_0460_all_IyT3qV52dOHB.ozip,OPPOENCRYPT!,,656.0,,,,
A1601EX_11_OTA_042_all_202109061444.zip,PK,,1.0,,,,
CPH1893EX_11_OTA_0060_all_U8yfFksFc7jr_local.ozip,OPPOENCRYPT!,,657.0,,,,
CPH1809EX_11_OTA_0180_all_OlU3r4ImvcSX_local.ozip,PK,,658.0,,,,
A1601EX_11_OTA_038_all_201903281937.zip,PK,,659.0,,,,
A37fEX_11_OTA_038_all_201907110016.zip,PK,,660.0,,,,
CPH1907EUEX_11_OTA_0380_all_W6ajcHSn2pq5_local.ozip,OPPOENCRYPT!,2020-04-05,34.0,,,,
,,,,M6763D_11_OTA_0220_all_3tB5ylRMpVXS.zip,,,1
,,2020-05-05,,CPH2015PUEX_11_OTA_0330_all_FwCDpn9LyQcD.zip,,,1
,,2021-11-05,,CPH2015PUEX_11_OTA_0590_all_WeAufF45iGkq.zip,,,1
,,,,M6763E_11_OTA_0250_all_vTu2wdIhDblX.zip,,,1
,,2020-11-05,,CPH2035EU_11_OTA_0300_all_5dShtEthT5MA.zip,,,1
,,,,M6763E_11_OTA_0290_all_M2CdA86bizls.zip,,,1
,,2020-04-05,,A9_2020_EU_11_OTA_0480_all_dycYtnDIGIoD.zip,,,1
,,2021-09-05,,CPH2015EUEX_11_OTA_0560_all_Egozndqt9lDf.zip,,,1
,,2021-09-05,,CPH2161EU_11_OTA_0160_all_qdkFjIR46YB9.zip,,,1
,,2020-08-05,,CPH1937EX_11_OTA_1690_all_KbtqZAEDhvh1.zip,V7.1,10,1
,,2020-08-05,,CPH1859EX_11_OTA_1160_all_Pr0eM5GDG77s.zip,V7.1,10,1
,,2021-11-05,,CPH2015EUEX_11_OTA_0580_all_LevhYRuHRzXb.zip,,,1
,,,,M6763E_11_OTA_0260_all_omMU5YgScO8T.zip,,,1
,,2020-05-05,,CPH1877EX_11_OTA_3370_all_7BhOjTmIwRS1.zip,,,1
,,2021-03-05,,CPH1859EX_11_OTA_1170_all_NFryHmCK0TWt.zip,,,1
,,2020-08-05,,CPH2043EU_11_OTA_0240_all_Oi9xCn5Pe7tr.zip,,,1
,,,,M6763E_11_OTA_0270_all_RnVr1fNlnBD4.zip,,,1
,,2021-03-05,,CPH1921EX_11_OTA_1330_all_pZLXQcdKsPJx.zip,,,1
,,2021-01-05,,CPH2095EU_11_OTA_0340_all_BgeuFAehwZaW.zip,V7.2,10,1
,,2021-01-05,,CPH1921EX_11_OTA_1310_all_4eOVXR84mgLc.zip,V7.2,10,1
,,,,M6763D_11_OTA_0330_all_XofpuPw807vr.zip,,,1
,,2021-02-05,,CPH2095EU_11_OTA_0380_all_txZn3AoNJFoC.zip,V7.2,10,1
,,2020-06-05,,CPH2015PUEX_11_OTA_0370_all_sJAwjCFSpw7p.zip,,,1
,,,,M6763D_11_OTA_0350_all_MNq2a4a5WXxw.zip,,,1
,,2020-05-05,,A9_2020_EU_11_OTA_0540_all_jokUAv51Nb7e.zip,,,1
,,,,CHP1729_11_A.21_OTA_0210_all_201809221912.zip,,,1
,,2021-03-05,,CPH2015PUEX_11_OTA_0510_all_zJ2QFH08kdox.zip,,,1
,,2021-03-05,,CPH2015EUEX_11_OTA_0500_all_s3rUAKp4FGJB.zip,,,1
,,2021-03-05,,CPH1921EX_11_OTA_1270_all_lLjGLx9FPWMy.zip,,,1
,,2021-01-05,,CPH2015PUEX_11_OTA_0490_all_MdUztuMb0e1i.zip,,,1
,,2021-01-05,,CPH2043EU_11_OTA_0140_all_RFcmf8p3N619.zip,,,1
,,2021-01-05,,CPH1859EX_11_OTA_0320_all_1nStS1nyuIwX.zip,,,1
,,2021-05-05,,CPH1941PUEX_11_OTA_1870_all_Rhme8YiYdblu.zip,V7.1,10,1
,,,,M6763E_11_OTA_0240_all_sOlqJ8Gk4ytM.zip,,,1
,,2020-05-05,,CPH1921EX_11_OTA_0210_all_Kuza6umZfuhq.zip,,,1
,,,,M6763D_11_OTA_0240_all_WWQQht8pIJMn.zip,,,1
,,2020-12-05,,CPH2035EU_11_OTA_0340_all_x1v6zmbkqpo1.zip,,,1
,,2021-05-05,,CPH1859EX_11_OTA_1180_all_SkDOAoKxXCKo.zip,,,1
,,,,M6763E_11_OTA_0340_all_A5a6hgupl7YT.zip,,,1
,,,,CPH2015PUEX_11_OTA_0231_all_jCHxG3KuWrOL.zip,,,1
,,2020-05-05,,CPH2015EUEX_11_OTA_0320_all_XVMohDGdsArY.zip,,,1
,,2020-09-05,,CPH1941EUEX_11_OTA_1800_all_FTXgE0tTvrBn.zip,V7.1,10,1
,,2020-09-05,,CPH1921_11_OTA_0130_all_NP98T5YzecT6.zip,V7.1,10,1
,,2020-09-05,,CPH1921EX_11_OTA_1300_all_xxZV2fOLql9h.zip,V7.1,10,1
,,,,M6763D_11_OTA_0250_all_iNTLLkUmYVzR.zip,,,1
,,2019-11-05,,A9_2020_11_OTA_0280_all_GStMX3g2nxo6.zip,,,1
,,2019-11-05,,CPH1921EX_11_OTA_1360_all_VBWpHGfNWclV.zip,,,1
,,2021-05-05,,CPH1941EUEX_11_OTA_1880_all_sE6trmFYjx2o.zip,V7.1,10,1
,,2021-05-05,,CPH2035EU_11_OTA_0200_all_e8irD4ej1oOv.zip,V7.1,10,1
,,2020-11-05,,CPH2095EU_11_OTA_0300_all_PTi4px7wx4y0.zip,V7.2,10,1
,,2020-11-05,,CPH2161EU_11_OTA_0080_all_vOzkbMGVWJoP.zip,V7.2,10,1
,,2020-11-05,,CPH1921EX_11_OTA_0200_all_94au7kOSwcLb.zip,V7.2,10,1
,,,,M6763C_11_A.18_OTA_0180_all_201808021611.zip,,,1
,,,,cph1729_11_A.21_OTA_0210_all_201809230102.zip,,,1
,,,,M6763E_11_OTA_0280_all_3ad1pm0OL670.zip,,,1
,,2020-04-05,,A9_2020_PU_11_OTA_0470_all_DJuhWDP8YC1S.zip,,,1
,,2021-01-05,,CPH2095PU_11_OTA_0330_all_e032Rh8STcpE.zip,V7.2,10,1
,,2021-01-05,,CPH2043PU_11_OTA_0090_all_4aexFJNMTvao.zip,V7.2,10,1
,,2021-01-05,,CPH1859EX_11_OTA_1150_all_l7LOQ2sWDTPF.zip,V7.2,10,1
,,2020-02-05,,A9_2020_EU_11_OTA_0440_all_IZ5mDMIRfAJY.zip,,,1
,,2020-02-05,,CPH1921EX_11_OTA_0110_all_sNh960pM4ZyZ.zip,,,1
,,2019-11-05,,A9_2020_11_OTA_0190_all_zQqxnxLtAFWo.zip,,,1
,,,,M6763D_11_OTA_0270_all_mK7bM8UbvLMb.zip,,,1
,,,,M6763D_11_OTA_0340_all_jxKy4Y3kG4Vp.zip,,,1
,,2020-09-05,,CPH2113PU_11_OTA_0170_all_7NOdzIxjBMXr.zip,,,1
,,,,M6763E_11_OTA_0350_all_bLeijRXrGOxT.zip,,,1
,,,,M6763D_11_OTA_0230_all_0sqMPsrukNaI.zip,,,1
,,2021-01-05,,CPH1921EX_11_OTA_1320_all_j7ZQRzKJvzQE.zip,,,1
,,,,M6763D_11_OTA_0280_all_d2OQSdEI9eBN.zip,,,1
,,2021-09-05,,CPH2015PUEX_11_OTA_0570_all_gCyO91TSy35p.zip,,,1
,,2021-09-05,,CPH1921EX_11_OTA_1340_all_B5cbgIuFLi5c.zip,,,1
,,2020-08-01,,CPH2015PUEX_11_OTA_0410_all_PshhZ1aBbku2.zip,,,1
,,2020-08-01,,CPH2035EU_11_OTA_0280_all_LmzryJQQzmEj.zip,,,1
,,2020-07-05,,CPH2015PUEX_11_OTA_0390_all_s4m3nUTfUoer.zip,,,1
,,2020-07-05,,CPH2035EU_11_OTA_0260_all_vjPX4o6sc7BR.zip,,,1
,,2020-04-05,,CPH2015PUEX_11_OTA_0310_all_HKa6BMG3d6CG.zip,,,1
,,2020-04-05,,CPH2043PU_11_OTA_0210_all_7ewiK32zpgol.zip,,,1
,,2020-04-05,,CPH2161PU_11_OTA_0070_all_tkUYkKJcEugL.zip,,,1
,,2020-04-05,,CPH1921EX_11_OTA_1280_all_b1mVDo1RE3NY.zip,,,1
,,2020-04-05,,CPH1921EUEX_11_OTA_1380_all_9tCHiQz7x39f.zip,,,1
,,2020-11-05,,CPH2015EUEX_11_OTA_0460_all_Dls4T8efSVij.zip,,,1
,,2020-11-05,,CPH1921EX_11_OTA_0180_all_s56EbRdEK5jq.zip,,,1
,,2021-03-05,,CPH1941PUEX_11_OTA_1850_all_hlte1ljlbc2h.zip,V7.1,10,1
,,2021-03-05,,CPH2043PU_11_OTA_0190_all_6B3UqSOdYYO8.zip,V7.1,10,1
,,2022-01-05,,CPH2015PUEX_11_OTA_0610_all_wv6l4jM4JLIV.zip,,,1
,,2020-02-05,,A9_2020_11_OTA_0430_all_MQg0Gb6DH3yF.zip,,,1
,,2020-02-05,,CPH1921EX_11_OTA_1260_all_g9NiBuAgrqem.zip,,,1
,,,,M6763D_11_OTA_0320_all_GrwS8Y5fUA8e.zip,,,1
,,2021-05-05,,CPH2015PUEX_11_OTA_0530_all_ulHnFZUeX6Cj.zip,,,1
,,2020-08-01,,CPH2015EUEX_11_OTA_0400_all_udVdU8UqDAdZ.zip,,,1
,,2020-08-01,,CPH1921EX_11_OTA_1370_all_8Ll2qd4cKBJK.zip,,,1
,,2020-08-01,,CPH2161PU_11_OTA_0150_all_yhwXF0j8shPU.zip,,,1
,,2022-01-05,,CPH2015EUEX_11_OTA_0600_all_Ra7KPeO2qOXE.zip,,,1
,,2022-01-05,,CPH2035PU_11_OTA_0330_all_3Dv7Aar7nmWm.zip,,,1
,,2022-01-05,,CPH2035PU_11_OTA_0250_all_0bx098hpNHUr.zip,,,1
,,2019-11-05,,A9_2020_11_OTA_0270_all_msR3SMNz1bdn.zip,,,1
,,2019-11-05,,CPH2043PU_11_OTA_0230_all_5Lwepkibd6l1.zip,,,1
,,,,M6763E_11_OTA_0320_all_6NIyRG0fzhhH.zip,,,1
,,2020-11-05,,CPH2161EU_11_OTA_0100_all_ip5tY9wUxGN4.zip,,,1
,,2020-05-05,,CPH2043PU_11_OTA_0170_all_wBHvumbMoDQg.zip,,,1
,,,,CPH1859EX_11_OTA_0190_all_DBZHl526X6Cr.zip,,,1
,,,,M6763D_11_OTA_0260_all_JIpJstVEawWZ.zip,,,1
,,2020-10-05,,CPH2015PUEX_11_OTA_0450_all_qkaw2vYDFs4a.zip,,,1
,,2019-11-05,,A9_2020_11_OTA_0190_all_4eFyg8y02S8t.zip,,,1
,,,,M6763E_11_OTA_0230_all_SvxP2PUHMvxa.zip,,,1
,,2021-03-05,,CPH1941EUEX_11_OTA_1860_all_BsyuHPMwmYdQ.zip,V7.1,10,1
,,2021-03-05,,CPH1859EX_11_OTA_1090_all_OhlYpz1pLJ1Z.zip,V7.1,10,1
,,2020-11-05,,CPH2015PUEX_11_OTA_0470_all_yrhv59zMmPLC.zip,,,1
