device,firmware_name,release_date,android_version,link,region,country,spl,chipset,keyword
x60 pro,PD2059F_EX_A_6.9.8,10/12/22,Android 11,https://www.vivo.com/kz/support/system-update,kz,Kazakhstan,,Qualcomm SM8250,qualcomm sm8250
x50 pro,PD2005F_EX_A_8.13.7,6/15/22,Android 11,https://www.vivo.com/kz/support/system-update,kz,Kazakhstan,,"Qualcomm SM7250,Snapdragon 765G 5G (7 nm)","qualcomm sm7250,snapdragon 765g 5g"
x50,PD2006F_EX_A_8.18.9,10/12/22,8,https://www.vivo.com/kz/support/system-update,kz,Kazakhstan,,"Qualcomm SDM730,Snapdragon 730 (8 nm)","qualcomm sdm730,snapdragon 730"
v25 pro,PD2204F_EX_A_12.0.8.13.W20.V000L1,10/12/22,12,https://www.vivo.com/kz/support/system-update,kz,Kazakhstan,9/1/22,Mediatek Dimensity 1300 (6 nm),mediatek dimensity 1300
v25e,PD2214F_EX_A_12.0.7.3.W20.V000L1,10/12/22,12,https://www.vivo.com/kz/support/system-update,kz,Kazakhstan,9/1/22,Mediatek Helio G99 (6 nm),mediatek helio g99
v25,PD2215F_EX_A_12.0.6.7.W20.V000L1,10/12/22,12,https://www.vivo.com/kz/support/system-update,kz,Kazakhstan,8/1/22,Mediatek Dimensity 900 (6 nm),mediatek dimensity 900
v23 5g,PD2167BF_EX_A_12.0.14.3.W20.V000L1,10/12/22,12,https://www.vivo.com/kz/support/system-update,kz,Kazakhstan,,Mediatek Dimensity 920 (6 nm),mediatek dimensity 920
v23e,PD2150F_EX_A_1.13.8,4/2/22,Android 12,https://www.vivo.com/kz/support/system-update,kz,Kazakhstan,3/1/22,Mediatek MT6781 Helio G96 (12 nm),mediatek mt6781 helio g96
v21e,PD2107F_EX_A_6.7.9,10/12/22,Android 12,https://www.vivo.com/kz/support/system-update,kz,Kazakhstan,,"Qualcomm SM7125,Snapdragon 720G (8 nm)","qualcomm sm7125,snapdragon 720g"
v21,PD2083F_EX_A_6.8.22,10/12/22,Android 12,https://www.vivo.com/kz/support/system-update,kz,Kazakhstan,,Mediatek Dimensity 800U (7 nm),mediatek dimensity 800u
v20,PD2039F_EX_A_6.21.9,10/12/22,6,https://www.vivo.com/kz/support/system-update,kz,Kazakhstan,,"Qualcomm SM7125,Snapdragon 720G (8 nm)","qualcomm sm7125,snapdragon 720g"
v20 se,PD2038F_EX_A_8.9.18,10/12/22,8,https://www.vivo.com/kz/support/system-update,kz,Kazakhstan,,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
v17,PD1945F_EX_A_9.8.14,10/12/22,9,https://www.vivo.com/kz/support/system-update,kz,Kazakhstan,,"Qualcomm SDM675,Snapdragon 675 (11 nm)","qualcomm sdm675,snapdragon 675"
v17 pro,PD1931F_EX_A_9.2.9,10/12/22,9,https://www.vivo.com/kz/support/system-update,kz,Kazakhstan,,"Qualcomm SDM675,Snapdragon 675 (11 nm)","qualcomm sdm675,snapdragon 675"
v17 neo,PD1913F_EX_A_1.9.5,10/13/21,1,https://www.vivo.com/kz/support/system-update,kz,Kazakhstan,,Mediatek MT6768 Helio P65 (12 nm),mediatek mt6768 helio p65
v15 pro（6+128）,PD1832F_EX_A_8.8.1,9/17/21,8,https://www.vivo.com/kz/support/system-update,kz,Kazakhstan,,Mediatek MT6771 Helio P70 (12 nm),mediatek mt6771 helio p70
y53s,PD2103F_EX_A_1.9.6,,Android 11,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,4/1/22,"Qualcomm SM4350,Snapdragon 480 5G (8 nm)","qualcomm sm4350,snapdragon 480 5g"
y12s,PD2036F_EX_A_6.13.0,,6,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,3/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y51,PD2050F_EX_A_6.7.20,,Android 11,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,3/1/22,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
y20s,PD2034F_EX_A_1.9.25,,Android 10,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,5/1/22,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y20,PD2034F_EX_A_1.9.8,,Android 10,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,8/1/21,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y1s,PD2014F_EX_A_1.13.31,,1,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,4/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y11(2gb),PD1930DF_EX_A_6.8.53,,Android 10,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,Qualcomm SDM439 Snapdragon 439 (12 nm),"qualcomm sdm439, snapdragon 439"
y30,PD1987F_EX_A_1.14.32,,1,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,4/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y50,PD1965F_EX_A_1.13.14,,Android 10,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,4/1/22,"Qualcomm SM6125,Snapdragon 665 (11 nm)","qualcomm sm6125,snapdragon 665"
y19,PD1934F_EX_A_8.9.21,,8,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,Mediatek MT6768 Helio P65 (12 nm),mediatek mt6768 helio p65
y11(3gb),PD1930F_EX_A_6.8.55,,Android 10,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,Qualcomm SDM439 Snapdragon 439 (12 nm),"qualcomm sdm439,snapdragon 439"
y12,PD1901BF_EX_A_6.12.21,,6,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762 helio p22
y90,PD1917F_EX_A_1.25.10,,1,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,Mediatek MT6761 Helio A22 (12 nm),mediatek mt6761 helio a22
y15,PD1901BF_EX_A_6.12.12,,6,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762 helio p22
y17,PD1901F_EX_A_1.57.3,,1,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y91c,PD1818GF_EX_A_1.21.21,,Android 8.1 Oreo,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762
y91,PD1818CF_EX_A_1.12.2,,1,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,"Qualcomm SDM439,Snapdragon 439 (12 nm)","qualcomm sdm439,snapdragon 439"
y95,PD1818F_EX_A_1.21.1,,1,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,"Qualcomm SDM439,Snapdragon 439 (12 nm)","qualcomm sdm439,snapdragon 439"
y81i,PD1732CF_EX_A_1.26.1,,1,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,Mediatek MT6761 Helio A22 (12 nm),mediatek mt6761 helio a22
y85,PD1803BF_EX_A_1.23.3,,Android 8.1 Oreo,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,Qualcomm MSM8953-Pro Snapdragon 626 (14 nm),"qualcomm msm8953,snapdragon 626"
y81,PD1732F_EX_A_2.6.3,,2,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762 helio p22
y71,PD1731F_EX_A_1.19.2,,1,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,"Qualcomm MSM8917,Snapdragon 425 (28 nm)","qualcomm msm8917,snapdragon 425"
y65,PD1621BF_EX_A_1.18.2,,1,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,"Qualcomm MSM8917,Snapdragon 425 (28 nm)","qualcomm msm8917,snapdragon 425"
y53,PD1628F_EX_A_3.2.2,,3,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,"Qualcomm MSM8917,Snapdragon 425 (28 nm)","qualcomm msm8917,snapdragon 425"
s1 pro,PD1945F_EX_A_8.13.11,,8,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
s1,PD1913F_EX_A_9.9.20,,9,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,Mediatek MT6768 Helio P65 (12 nm),mediatek mt6768 helio p65
v21 5g,PD2083F_EX_A_6.8.14,,Android 12,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,5/1/22,Mediatek Dimensity 800U (7 nm),mediatek dimensity 800u
v21e,PD2107F_EX_A_6.6.22,,Android 12,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,5/1/22,"Qualcomm SM7125,Snapdragon 720G (8 nm)","qualcomm sm7125,snapdragon 720g"
v20,PD2039F_EX_A_6.18.1,,6,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,3/1/22,"Qualcomm SM7125,Snapdragon 720G (8 nm)","qualcomm sm7125,snapdragon 720g"
v20 se,PD2038F_EX_A_6.9.8,,6,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,3/1/22,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
v19,PD1969F_EX_A_6.9.15,,6,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,5/1/22,"Qualcomm SDM712,Snapdragon 712 (10 nm)","qualcomm sdm712,snapdragon 712"
v17 pro,PD1931F_EX_A_8.10.0,,8,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,"Qualcomm SDM675,Snapdragon 675 (11 nm)","qualcomm sdm675,snapdragon 675"
v15,PD1831F_EX_A_8.1.35,,8,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,Mediatek MT6771 Helio P70 (12 nm),mediatek mt6771 helio p70
v15 pro,PD1832F_EX_A_8.8.1,,8,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,"Qualcomm SDM675,Snapdragon 675 (11 nm)","qualcomm sdm675,snapdragon 675"
v11 pro,PD1814F_EX_A_8.8.4,,8,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,"Qualcomm SDM660,Snapdragon 660 (14 nm)","qualcomm sdm660,snapdragon 660"
v11,PD1813F_EX_A_8.8.16,,8,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,"Qualcomm SDM660,Snapdragon 660 (14 nm)","qualcomm sdm660,snapdragon 660"
v9 youth,PD1730BF_EX_A_6.12.13,,6,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,"Qualcomm SDM450,Snapdragon 450 (14 nm)","qualcomm sdm450,snapdragon 450"
v9,PD1730F_EX_A_6.13.11,,6,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,Qualcomm MSM8953,qualcomm msm8953
v7,PD1718F_EX_A_3.13.7,,3,https://www.vivo.com/lk/support/system-update,lk,Sri Lanka,,"Qualcomm SDM450,Snapdragon 450 (14 nm)","qualcomm sdm450,snapdragon 450"
y33t,PD2142F_EX_A_11.0.8.3.W20.V000L1,,11,https://www.vivo.com/pg/support/system-update,pg,Papua New Guinea,4/1/22,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y21,PD2139F_EX_A_1.6.3,,Android 11,https://www.vivo.com/pg/support/system-update,pg,Papua New Guinea,6/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y15s,PD2140F_EX_A_6.20.4,,Android 11,https://www.vivo.com/pg/support/system-update,pg,Papua New Guinea,4/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y01,PD2140F_EX_A_6.20.4,,Android 12,https://www.vivo.com/pg/support/system-update,pg,Papua New Guinea,4/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765
v29,PD2283F_EX_A_13.0.12.8.W30.V000L1,11/23/23,13,https://www.vivo.com/pt/support/system-update,pt,Portugal,,"Qualcomm SM7325,Snapdragon 778G 5G (6 nm)","qualcomm sm7325,snapdragon 778g 5g"
v29 lite,PD2271F_EX_A_13.0.7.0.W30.V000L1,10/11/23,13,https://www.vivo.com/pt/support/system-update,pt,Portugal,,"Qualcomm SM6375,Snapdragon 695 5G (6 nm)","qualcomm sm6375,snapdragon 695 5g"
v21 5g,PD2083F_EX_A_36.9.21,12/16/22,Android 12,https://www.vivo.com/pt/support/system-update,pt,Portugal,11/1/22,Mediatek Dimensity 800U (7 nm),mediatek dimensity 800u
y22s,PD2228F_EX_A_12.0.8.8.W30.V000L1,11/23/23,12,https://www.vivo.com/pt/support/system-update,pt,Portugal,,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y36,PD2280F_EX_A_13.0.9.8.W30.V000L1,10/11/23,13,https://www.vivo.com/pt/support/system-update,pt,Portugal,,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y16,PD2216F_EX_A_12.0.10.7.W30.V000L1,10/9/23,12,https://www.vivo.com/pt/support/system-update,pt,Portugal,11/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y33s,PD2147F_EX_A_3.13.17,11/21/23,Android 12,https://www.vivo.com/pt/support/system-update,pt,Portugal,,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y72 5g,PD2069F_EX_A_36.9.46,12/16/22,Android 11,https://www.vivo.com/pt/support/system-update,pt,Portugal,11/1/22,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y21s,D2138F_EX_A_36.19.1,11/21/23,Android 11,https://www.vivo.com/pt/support/system-update,pt,Portugal,,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y21,PD2139F_EX_A_36.19.7,10/10/23,Android 11,https://www.vivo.com/pt/support/system-update,pt,Portugal,9/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
x80 pro,PD2185F_EX_A_12.0.14.1.W30.V000L1,10/9/23,12,https://www.vivo.com/pt/support/system-update,pt,Portugal,11/1/22,"Qualcomm SM8450,Snapdragon 8 Gen 1 (4 nm), Mediatek Dimensity 9000 (4 nm)","qualcomm sm8450,snapdragon 8 gen 1,mediatek dimensity 9000"
x60 pro,PD2059F_EX_A_36.7.14,12/16/22,Android 11,https://www.vivo.com/pt/support/system-update,pt,Portugal,11/1/22,Qualcomm SM8250,qualcomm sm8250
