device,firmware_name,release_date,android_version,link,region,country,spl,chipset,keyword
y50,PD1965EF_EX_A_46.7.32,,Android 10,https://www.vivo.com/au/support/system-update,au,Australia,,"Qualcomm SM6125,Snapdragon 665 (11 nm)","qualcomm sm6125,snapdragon 665"
y51,PD2050F_EX_A_3.11.8,,Android 11,https://www.vivo.com/au/support/system-update,au,Australia,,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
y33s,PD2147F_EX_A_36.19.1,,Android 12,https://www.vivo.com/au/support/system-update,au,Australia,10/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y21,PD2139F_EX_A_36.19.7,,Android 11,https://www.vivo.com/au/support/system-update,au,Australia,9/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y52 5g,PD2069F_EX_A_36.9.46,,Android 11,https://www.vivo.com/au/support/system-update,au,Australia,11/1/22,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y3s,PD2074F_EX_A_3.16.4,,3,https://www.vivo.com/au/support/system-update,au,Australia,12/1/21,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y11s,PD2042F_EX_A_38.16.8,,Android 11,https://www.vivo.com/au/support/system-update,au,Australia,11/1/22,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y20s,PD2034EF_EX_A_38.16.8,,Android 10,https://www.vivo.com/au/support/system-update,au,Australia,11/1/22,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y70,PD2038F_EX_A_38.9.22,,Android 11,https://www.vivo.com/au/support/system-update,au,Australia,9/1/22,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
y30,PD1987F_EX_A_2.13.11,,2,https://www.vivo.com/au/support/system-update,au,Australia,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y17,PD1901DF_EX_A_2.11.20,,2,https://www.vivo.com/au/support/system-update,au,Australia,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
x60 pro,PD2059F_EX_A_36.7.14,,Android 11,https://www.vivo.com/au/support/system-update,au,Australia,11/1/22,Qualcomm SM8250,qualcomm sm8250
x50 pro,PD2005F_EX_A_38.13.7,,Android 11,https://www.vivo.com/au/support/system-update,au,Australia,4/1/22,"Qualcomm SM7250,Snapdragon 765G 5G (7 nm)","qualcomm sm7250,snapdragon 765g 5g"
x50 lite,PD1982F_EX_A_3.9.4,,3,https://www.vivo.com/au/support/system-update,au,Australia,,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
s1,PD1913F_EX_A_2.1.14,,2,https://www.vivo.com/au/support/system-update,au,Australia,,Mediatek MT6768 Helio P65 (12 nm),mediatek mt6768 helio p65
x80 lite,PD2215F_EX_A_13.1.13.5.W30.V000L1,1/16/23,13,https://www.vivo.com/es/support/system-update,es,Spain,12/1/22,Mediatek Dimensity 900 (6 nm),mediatek dimensity 900
x80 pro,PD2185F_EX_A_13.1.11.1.W30.V000L1,6/17/24,13,https://www.vivo.com/es/support/system-update,es,Spain,12/1/22,"Qualcomm SM8450,Snapdragon 8 Gen 1 (4 nm), Mediatek Dimensity 9000 (4 nm)","qualcomm sm8450,snapdragon 8 gen 1,mediatek dimensity 9000"
x60 pro,PD2059F_EX_A_36.7.15,1/16/23,Android 11,https://www.vivo.com/es/support/system-update,es,Spain,,Qualcomm SM8250,qualcomm sm8250
x51 5g,PD2005F_EX_A_38.13.7,5/19/22,Android 11,https://www.vivo.com/es/support/system-update,es,Spain,4/1/22,"Qualcomm SM7250,Snapdragon 765G 5G (7 nm)","qualcomm sm7250,snapdragon 765g 5g"
v23 5g,PD2167BF_EX_A_13.1.14.0.W30.V000L1,6/17/24,13,https://www.vivo.com/es/support/system-update,es,Spain,,Mediatek Dimensity 920 (6 nm),mediatek dimensity 920
v21 5g,PD2083F_EX_A_36.9.22,4/3/23,Android 12,https://www.vivo.com/es/support/system-update,es,Spain,,Mediatek Dimensity 800U (7 nm),mediatek dimensity 800u
y35,PD2225F_EX_A_12.0.9.0.W30.V000L1,1/16/23,12,https://www.vivo.com/es/support/system-update,es,Spain,,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y76 5g,PD2156F_EX_A_36.10.55,1/16/23,Android 12,https://www.vivo.com/es/support/system-update,es,Spain,11/1/22,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y16,PD2216F_EX_A_12.0.8.29.W30.V000L1,7/12/23,12,https://www.vivo.com/es/support/system-update,es,Spain,10/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y22s,PD2228F_EX_A_13.1.1.4.W30.V000L1,6/17/24,13,https://www.vivo.com/es/support/system-update,es,Spain,,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y55 5g,PD2166F_EX_A_3.19.7,8/23/23,3,https://www.vivo.com/es/support/system-update,es,Spain,,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y01,PD2140F_EX_A_36.25.1,8/23/23,Android 12,https://www.vivo.com/es/support/system-update,es,Spain,10/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765
y33s,PD2147F_EX_A_36.21.3,8/23/23,Android 12,https://www.vivo.com/es/support/system-update,es,Spain,12/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y21,PD2139F_EX_A_36.19.7,6/16/23,Android 11,https://www.vivo.com/es/support/system-update,es,Spain,9/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y21s,PD2138F_EX_A_36.21.1,6/16/23,Android 11,https://www.vivo.com/es/support/system-update,es,Spain,,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y52 5g,PD2069F_EX_A_36.9.48,1/16/23,Android 11,https://www.vivo.com/es/support/system-update,es,Spain,,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y72 5g,PD2069F_EX_A_36.9.46,12/16/22,Android 11,https://www.vivo.com/es/support/system-update,es,Spain,11/1/22,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y11s,PD2042F_EX_A_38.16.9,1/16/23,Android 11,https://www.vivo.com/es/support/system-update,es,Spain,,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y70,PD2038F_EX_A_38.9.22,11/7/22,Android 11,https://www.vivo.com/es/support/system-update,es,Spain,9/1/22,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
y20s,PD2034EF_EX_A_38.16.9,1/16/23,Android 10,https://www.vivo.com/es/support/system-update,es,Spain,,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
v17,PD1945F_EX_A_8.13.11,5/7/22,8,https://www.vivo.com/by/support/system-update,by,Belarus,,"Qualcomm SDM675,Snapdragon 675 (11 nm)","qualcomm sdm675,snapdragon 675"
v21,PD2083F_EX_A_6.8.6,4/6/22,Android 12,https://www.vivo.com/by/support/system-update,by,Belarus,2/1/22,Mediatek Dimensity 800U (7 nm),mediatek dimensity 800u
v23e,PD2150F_EX_A_1.14.1,4/6/22,Android 12,https://www.vivo.com/by/support/system-update,by,Belarus,3/1/22,Mediatek MT6781 Helio G96 (12 nm),mediatek mt6781 helio g96
v23 5g,PD2167F_EX_A_12.0.13.17.W20.V000L1,6/15/22,12,https://www.vivo.com/by/support/system-update,by,Belarus,5/1/22,Mediatek Dimensity 920 (6 nm),mediatek dimensity 920
y91c,PD1818HF_EX_A_1.21.21,4/6/22,Android 8.1 Oreo,https://www.vivo.com/by/support/system-update,by,Belarus,,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762
y19,PD1934F_EX_A_8.9.21,6/15/22,8,https://www.vivo.com/by/support/system-update,by,Belarus,,Mediatek MT6768 Helio P65 (12 nm),mediatek mt6768 helio p65
y1s,PD2014F_EX_A_1.13.27,4/6/22,1,https://www.vivo.com/by/support/system-update,by,Belarus,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y31,PD2050F_EX_A_1.12.13,4/6/22,1,https://www.vivo.com/by/support/system-update,by,Belarus,,"Qualcomm SM6115,Snapdragon 662 (11 nm)","qualcomm sm6115,snapdragon 662"
y53s,PD2103F_EX_A_1.9.3,4/6/22,Android 11,https://www.vivo.com/by/support/system-update,by,Belarus,3/1/22,"Qualcomm SM4350,Snapdragon 480 5G (8 nm)","qualcomm sm4350,snapdragon 480 5g"
y21,PD2139F_EX_A_1.3.8,4/6/22,Android 11,https://www.vivo.com/by/support/system-update,by,Belarus,1/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y11,PD1930F_EX_A_6.8.55,5/7/22,6,https://www.vivo.com/by/support/system-update,by,Belarus,,Mediatek MT6582М,mediatek mt6582М
x60 pro,PD2059F_EX_A_6.8.19,4/6/22,Android 11,https://www.vivo.com/by/support/system-update,by,Belarus,1/1/22,Qualcomm SM8250,qualcomm sm8250
x90 pro,PD2242F_EX_A_13.1.10.4.W30.V000L1,3/23/23,13,https://www.vivo.com/at/support/system-update,at,Austria,,Mediatek Dimensity 9200 (4 nm),mediatek dimensity 9200
x80 lite,PD2215F_EX_A_12.0.8.5.W30.V000L1,2/4/24,12,https://www.vivo.com/at/support/system-update,at,Austria,,Mediatek Dimensity 900 (6 nm),mediatek dimensity 900
x80 pro,PD2185F_EX_A_12.0.14.1.W30.V000L1,6/17/24,12,https://www.vivo.com/at/support/system-update,at,Austria,11/1/22,"Qualcomm SM8450,Snapdragon 8 Gen 1 (4 nm), Mediatek Dimensity 9000 (4 nm)","qualcomm sm8450,snapdragon 8 gen 1,mediatek dimensity 9000"
x60 pro,PD2059F_EX_A_36.7.14,12/16/22,Android 11,https://www.vivo.com/at/support/system-update,at,Austria,11/1/22,Qualcomm SM8250,qualcomm sm8250
v23 5g,PD2167F_EX_A_12.0.14.8.W30.V000L1,8/14/23,12,https://www.vivo.com/at/support/system-update,at,Austria,,Mediatek Dimensity 920 (6 nm),mediatek dimensity 920
v21 5g,PD2083F_EX_A_36.9.21,12/16/22,Android 12,https://www.vivo.com/at/support/system-update,at,Austria,11/1/22,Mediatek Dimensity 800U (7 nm),mediatek dimensity 800u
y35,PD2225F_EX_A_13.1.1.6.W30.V000L1,6/17/24,13,https://www.vivo.com/at/support/system-update,at,Austria,12/1/22,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y16,PD2216F_EX_A_12.0.8.29.W30.V000L1,2/4/24,12,https://www.vivo.com/at/support/system-update,at,Austria,10/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y22s,PD2228F_EX_A_12.0.8.6.W30.V000L1,2/4/24,12,https://www.vivo.com/at/support/system-update,at,Austria,11/1/22,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y01,PD2140F_EX_A_36.25.1,8/14/23,Android 12,https://www.vivo.com/at/support/system-update,at,Austria,10/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765
y76 5g,PD2156F_EX_A_36.10.50,8/14/23,Android 12,https://www.vivo.com/at/support/system-update,at,Austria,10/1/22,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y21s,PD2138F_EX_A_36.19.1,3/13/23,Android 11,https://www.vivo.com/at/support/system-update,at,Austria,10/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y21,PD2139F_EX_A_36.19.7,3/13/23,Android 11,https://www.vivo.com/at/support/system-update,at,Austria,9/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y33s,PD2147F_EX_A_36.19.1,6/16/23,Android 12,https://www.vivo.com/at/support/system-update,at,Austria,10/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y52 5g,PD2069F_EX_A_36.9.46,12/16/22,Android 11,https://www.vivo.com/at/support/system-update,at,Austria,11/1/22,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y72 5g,PD2069F_EX_A_36.9.46,12/16/22,Android 11,https://www.vivo.com/at/support/system-update,at,Austria,11/1/22,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y20s,PD2034EF_EX_A_38.16.8,12/16/22,Android 10,https://www.vivo.com/at/support/system-update,at,Austria,11/1/22,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y35,PD2225F_EX_A_13.1.1.6.W30.V000L1,3/13/23,13,https://www.vivo.com/it/support/system-update,it,Italy,12/1/22,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y22s,PD2228F_EX_A_13.1.1.9.W30,3/13/23,13,https://www.vivo.com/it/support/system-update,it,Italy,,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y76 5g,PD2156F_EX_A_36.10.55,1/16/23,Android 12,https://www.vivo.com/it/support/system-update,it,Italy,11/1/22,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y33s,PD2147F_EX_A_36.21.3,1/16/23,Android 12,https://www.vivo.com/it/support/system-update,it,Italy,12/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y21s,PD2138F_EX_A_36.20.1,3/20/23,Android 11,https://www.vivo.com/it/support/system-update,it,Italy,,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y21,PD2139F_EX_A_36.19.7,12/9/22,Android 11,https://www.vivo.com/it/support/system-update,it,Italy,9/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y72 5g,PD2069F_EX_A_36.9.48,3/13/23,Android 11,https://www.vivo.com/it/support/system-update,it,Italy,,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y11s,PD2042F_EX_A_38.16.9,1/16/23,Android 11,https://www.vivo.com/it/support/system-update,it,Italy,,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y70,PD2038F_EX_A_38.9.22,11/7/22,Android 11,https://www.vivo.com/it/support/system-update,it,Italy,9/1/22,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
y20s,PD2034EF_EX_A_38.16.9,1/16/23,Android 10,https://www.vivo.com/it/support/system-update,it,Italy,,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
v23 5g,PD2167BF_EX_A_13.1.14.0.W30.V000L1,1/16/23,13,https://www.vivo.com/it/support/system-update,it,Italy,,Mediatek Dimensity 920 (6 nm),mediatek dimensity 920
v21 5g,PD2083F_EX_A_36.9.22,3/13/23,Android 12,https://www.vivo.com/it/support/system-update,it,Italy,,Mediatek Dimensity 800U (7 nm),mediatek dimensity 800u
x90 pro,PD2242F_EX_A_13.1.10.4.W30.V000L1,3/23/23,13,https://www.vivo.com/it/support/system-update,it,Italy,,Mediatek Dimensity 9200 (4 nm),mediatek dimensity 9200
x80 lite,PD2215F_EX_A_13.1.13.5.W30.V000L1,3/13/23,13,https://www.vivo.com/it/support/system-update,it,Italy,12/1/22,Mediatek Dimensity 900 (6 nm),mediatek dimensity 900
x80 pro,PD2185F_EX_A_13.1.11.1.W30.V000L1,1/16/23,13,https://www.vivo.com/it/support/system-update,it,Italy,12/1/22,"Qualcomm SM8450,Snapdragon 8 Gen 1 (4 nm), Mediatek Dimensity 9000 (4 nm)","qualcomm sm8450,snapdragon 8 gen 1,mediatek dimensity 9000"
x60 pro,PD2059F_EX_A_36.7.15,3/13/23,Android 11,https://www.vivo.com/it/support/system-update,it,Italy,,Qualcomm SM8250,qualcomm sm8250
x51 5g,PD2005F_EX_A_38.13.7,5/19/22,Android 11,https://www.vivo.com/it/support/system-update,it,Italy,4/1/22,"Qualcomm SM7250,Snapdragon 765G 5G (7 nm)","qualcomm sm7250,snapdragon 765g 5g"
x90 pro,PD2242F_EX_A_13.1.15.1.W30.V000L1,11/20/23,13,https://www.vivo.com/de/support/system-update,de,Germany,8/1/23,Mediatek Dimensity 9200 (4 nm),mediatek dimensity 9200
x80 pro,PD2185F_EX_A_13.1.11.7.W30.V000L1,2/21/23,13,https://www.vivo.com/de/support/system-update,de,Germany,1/1/23,"Qualcomm SM8450,Snapdragon 8 Gen 1 (4 nm), Mediatek Dimensity 9000 (4 nm)","qualcomm sm8450,snapdragon 8 gen 1,mediatek dimensity 9000"
x60 pro,PD2059F_EX_A_36.7.15,8/14/23,Android 11,https://www.vivo.com/de/support/system-update,de,Germany,,Qualcomm SM8250,qualcomm sm8250
x51 5g,PD2005F_EX_A_38.13.7,5/19/22,Android 11,https://www.vivo.com/de/support/system-update,de,Germany,4/1/22,"Qualcomm SM7250,Snapdragon 765G 5G (7 nm)","qualcomm sm7250,snapdragon 765g 5g"
v23 5g,PD2167BF_EX_A_13.1.14.0.W30.V000L1,1/16/23,13,https://www.vivo.com/de/support/system-update,de,Germany,,Mediatek Dimensity 920 (6 nm),mediatek dimensity 920
v21 5g,PD2083F_EX_A_36.9.22,8/14/23,Android 12,https://www.vivo.com/de/support/system-update,de,Germany,,Mediatek Dimensity 800U (7 nm),mediatek dimensity 800u
y76 5g,PD2156F_EX_A_36.10.55,1/16/23,Android 12,https://www.vivo.com/de/support/system-update,de,Germany,11/1/22,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y33s,PD2147F_EX_A_36.21.3,1/16/23,Android 12,https://www.vivo.com/de/support/system-update,de,Germany,12/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y21s,PD2138F_EX_A_36.22.2,2/21/23,Android 11,https://www.vivo.com/de/support/system-update,de,Germany,1/1/23,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y21,PD2139F_EX_A_36.19.7,12/9/22,Android 11,https://www.vivo.com/de/support/system-update,de,Germany,9/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y72 5g,PD2069F_EX_A_36.9.48,8/14/23,Android 11,https://www.vivo.com/de/support/system-update,de,Germany,,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y70,PD2038F_EX_A_38.9.22,11/7/22,Android 11,https://www.vivo.com/de/support/system-update,de,Germany,9/1/22,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
y20s,PD2034EF_EX_A_38.16.12,2/21/23,Android 10,https://www.vivo.com/de/support/system-update,de,Germany,,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
v25 pro,PD2204F_EX_A_12.0.8.14.W30.V000L1,11/29/22,12,https://www.vivo.com/cl/support/system-update,cl,Chile,10/1/22,Mediatek Dimensity 1300 (6 nm),mediatek dimensity 1300
v25,PD2215F_EX_A_12.0.6.8.W30.V000L1,11/29/22,12,https://www.vivo.com/cl/support/system-update,cl,Chile,8/1/22,Mediatek Dimensity 900 (6 nm),mediatek dimensity 900
v21 5g,PD2083F_EX_A_3.9.41,2/11/22,Android 12,https://www.vivo.com/cl/support/system-update,cl,Chile,,Mediatek Dimensity 800U (7 nm),mediatek dimensity 800u
v20,PD2039F_EX_A_3.19.3,11/29/22,3,https://www.vivo.com/cl/support/system-update,cl,Chile,,"Qualcomm SM7125,Snapdragon 720G (8 nm)","qualcomm sm7125,snapdragon 720g"
x80 pro,PD2185F_EX_A_12.0.14.0.W30.V000L1,11/29/22,12,https://www.vivo.com/cl/support/system-update,cl,Chile,10/1/22,"Qualcomm SM8450,Snapdragon 8 Gen 1 (4 nm), Mediatek Dimensity 9000 (4 nm)","qualcomm sm8450,snapdragon 8 gen 1,mediatek dimensity 9000"
y15s,PD2140IF_EX_A_36.22.1,11/8/22,Android 11,https://www.vivo.com/cl/support/system-update,cl,Chile,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y22s,PD2228F_EX_A_12.0.7.20.W30.V000L1,11/29/22,12,https://www.vivo.com/cl/support/system-update,cl,Chile,9/1/22,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y21s,PD2138F_EX_A_36.19.1,12/16/22,Android 11,https://www.vivo.com/cl/support/system-update,cl,Chile,10/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y53s,PD2103F_EX_A_3.7.16,6/17/22,Android 11,https://www.vivo.com/cl/support/system-update,cl,Chile,4/1/22,"Qualcomm SM4350,Snapdragon 480 5G (8 nm)","qualcomm sm4350,snapdragon 480 5g"
y51,PD2050F_EX_A_3.6.12,1/29/22,Android 11,https://www.vivo.com/cl/support/system-update,cl,Chile,,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
y20,PD2034EF_EX_A_38.16.8,12/16/22,Android 10,https://www.vivo.com/cl/support/system-update,cl,Chile,11/1/22,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y11s,PD2042F_EX_A_38.16.8,12/16/22,Android 11,https://www.vivo.com/cl/support/system-update,cl,Chile,11/1/22,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
v21e,PD2107F_EX_A_6.6.16,4/6/22,Android 12,https://www.vivo.com/tj/support/system-update,tj,Tajikistan,,"Qualcomm SM7125,Snapdragon 720G (8 nm)","qualcomm sm7125,snapdragon 720g"
y53s,PD2103F_EX_A_1.9.3,4/6/22,Android 11,https://www.vivo.com/tj/support/system-update,tj,Tajikistan,3/1/22,"Qualcomm SM4350,Snapdragon 480 5G (8 nm)","qualcomm sm4350,snapdragon 480 5g"
y21,PD2139F_EX_A_1.3.8,4/6/22,Android 11,https://www.vivo.com/tj/support/system-update,tj,Tajikistan,1/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y15s,PD2140F_EX_A_1.15.0,4/6/22,Android 11,https://www.vivo.com/tj/support/system-update,tj,Tajikistan,2/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
v21 5g,PD2083F_EX_A_36.9.25,3/1/23,Android 12,https://www.vivo.com/rs/support/system-update,rs,Serbia,,Mediatek Dimensity 800U (7 nm),mediatek dimensity 800u
x90 pro,PD2242BF_EX_A_13.1.11.3.W30.V000L1,3/2/23,13,https://www.vivo.com/rs/support/system-update,rs,Serbia,,Mediatek Dimensity 9200 (4 nm),mediatek dimensity 9200
x80 lite,PD2215F_EX_A_13.1.13.10.W30.V000L1,3/1/23,13,https://www.vivo.com/rs/support/system-update,rs,Serbia,1/1/23,Mediatek Dimensity 900 (6 nm),mediatek dimensity 900
x80 pro,PD2185F_EX_A_13.1.11.7.W30.V000L1,3/1/23,13,https://www.vivo.com/rs/support/system-update,rs,Serbia,1/1/23,"Qualcomm SM8450,Snapdragon 8 Gen 1 (4 nm), Mediatek Dimensity 9000 (4 nm)","qualcomm sm8450,snapdragon 8 gen 1,mediatek dimensity 9000"
y35,PD2225F_EX_A_13.1.1.6.W30.V000L1.W30.V000L1,3/1/23,13,https://www.vivo.com/rs/support/system-update,rs,Serbia,,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y76 5g,PD2156F_EX_A_38.12.2,3/1/23,Android 12,https://www.vivo.com/rs/support/system-update,rs,Serbia,,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y16,PD2216F_EX_A_12.0.8.29.W30.V000L1,7/12/23,12,https://www.vivo.com/rs/support/system-update,rs,Serbia,10/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y22s,PD2228F_EX_A_13.1.1.9.W30,3/1/23,13,https://www.vivo.com/rs/support/system-update,rs,Serbia,,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y01,PD2140F_EX_A_36.25.1,12/9/22,Android 12,https://www.vivo.com/rs/support/system-update,rs,Serbia,10/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765
y33s,PD2147F_EX_A_36.21.3,8/14/23,Android 12,https://www.vivo.com/rs/support/system-update,rs,Serbia,12/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y21s,PD2138F_EX_A_36.22.2,8/14/23,Android 11,https://www.vivo.com/rs/support/system-update,rs,Serbia,1/1/23,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y21,PD2139F_EX_A_36.19.7,8/14/23,Android 11,https://www.vivo.com/rs/support/system-update,rs,Serbia,9/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y72 5g,PD2069F_EX_A_38.12.1,3/1/23,Android 11,https://www.vivo.com/rs/support/system-update,rs,Serbia,,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y70,PD2038F_EX_A_36.8.20,12/23/22,Android 11,https://www.vivo.com/rs/support/system-update,rs,Serbia,,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
y20s,PD2034EF_EX_A_38.16.12,3/1/23,Android 10,https://www.vivo.com/rs/support/system-update,rs,Serbia,,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
x80 lite,PD2215F_EX_A_12.0.8.5.W30.V000L1,12/13/22,12,https://www.vivo.com/hr/support/system-update,hr,Croatia,,Mediatek Dimensity 900 (6 nm),mediatek dimensity 900
x80 pro,PD2185F_EX_A_12.0.14.1.W30.V000L1,12/16/22,12,https://www.vivo.com/hr/support/system-update,hr,Croatia,11/1/22,"Qualcomm SM8450,Snapdragon 8 Gen 1 (4 nm), Mediatek Dimensity 9000 (4 nm)","qualcomm sm8450,snapdragon 8 gen 1,mediatek dimensity 9000"
y16,PD2216F_EX_A_12.0.10.7.W30.V000L1,7/12/23,12,https://www.vivo.com/hr/support/system-update,hr,Croatia,11/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y22s,PD2228F_EX_A_12.0.8.6.W30.V000L1,3/13/23,12,https://www.vivo.com/hr/support/system-update,hr,Croatia,11/1/22,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y35,PD2225F_EX_A_12.0.8.6.W30.V000L1,3/13/23,12,https://www.vivo.com/hr/support/system-update,hr,Croatia,10/1/22,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y21,PD2139F_EX_A_36.19.7,12/9/22,Android 11,https://www.vivo.com/hr/support/system-update,hr,Croatia,9/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y01,PD2140F_EX_A_36.25.1,12/9/22,Android 12,https://www.vivo.com/hr/support/system-update,hr,Croatia,10/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765
y33s,PD2147F_EX_A_36.19.1,12/9/22,Android 12,https://www.vivo.com/hr/support/system-update,hr,Croatia,10/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y21s,PD2138F_EX_A_36.19.1,12/9/22,Android 11,https://www.vivo.com/hr/support/system-update,hr,Croatia,10/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y76 5g,PD2156F_EX_A_36.10.50,12/9/22,Android 12,https://www.vivo.com/hr/support/system-update,hr,Croatia,10/1/22,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
