CVE,vul_true,SPL,SMR
CVE-2015-7872,,17-Jan,NULL
CVE-2016-8393,,17-Jan,NULL
CVE-2016-8394,,17-Jan,NULL
CVE-2014-9909,,17-Jan,NULL
CVE-2014-9910,,17-Jan,NULL
CVE-2016-1583,,17-Jan,NULL
CVE-2016-8396,,17-Jan,NULL
CVE-2016-5341,,17-Jan,NULL
CVE-2017-0395,,17-Jan,NULL
CVE-2017-0396,,17-Jan,NULL
CVE-2017-0397,,17-Jan,NULL
CVE-2017-0398,,17-Jan,NULL
CVE-2017-0399,,17-Jan,NULL
CVE-2017-0400,,17-Jan,NULL
CVE-2017-0401,,17-Jan,NULL
CVE-2017-0402,,17-Jan,NULL
CVE-2016-6720,,17-Jan,NULL
CVE-2016-8399,,17-Jan,NULL
CVE-2016-6756,,17-Jan,NULL
CVE-2016-6757,,17-Jan,NULL
CVE-2016-8401,,17-Jan,NULL
CVE-2016-8402,,17-Jan,NULL
CVE-2016-8403,,17-Jan,NULL
CVE-2016-8404,,17-Jan,NULL
CVE-2016-8405,,17-Jan,NULL
CVE-2016-8406,,17-Jan,NULL
CVE-2016-8407,,17-Jan,NULL
CVE-2016-8410,,17-Jan,NULL
CVE-2016-6690,,17-Jan,NULL
LVE-SMP-160019,"L(5.0/5.1), M(6.0/6.0.1), N(7.0) devices with MTK chipset",17-Jan,NULL
LVE-SMP-160013,Devices with LG Touchscreen driver,17-Jan,NULL
LVE-SMP-160014,"L(5.0.2), M(6.0) device using LG felica driver",17-Jan,NULL
LVE-SMP-160011,Devices with LG Touchscreen driver,17-Jan,NULL
LVE-SMP-160015,Devices with LG Touchscreen driver,17-Jan,NULL
LVE-SMP-160017,Devices with LG Touchscreen driver,17-Jan,NULL
LVE-SMP-160018,"L(5.0/5.1), M(6.0/6.0.1), N(7.0) devices with LG fc8080 tdmb driver",17-Jan,NULL
LVE-SMP-160012,"L(5.0/5.1), M(6.0/6.0.1), N(7.0) devices using snapdragon 801, 808, 820",17-Jan,NULL
CVE-2017-18317,,18-Dec,NULL
CVE-2018-5912,,18-Dec,NULL
CVE-2018-11264,,18-Dec,NULL
CVE-2018-9549,,18-Dec,NULL
CVE-2018-9550,,18-Dec,NULL
CVE-2018-9551,,18-Dec,NULL
CVE-2018-9552,,18-Dec,NULL
CVE-2018-9555,,18-Dec,NULL
CVE-2018-9556,,18-Dec,NULL
CVE-2018-9523,,18-Dec,NULL
CVE-2017-15818,,18-Dec,NULL
CVE-2018-11995,,18-Dec,NULL
CVE-2018-11905,,18-Dec,NULL
CVE-2016-10502,,18-Dec,NULL
CVE-2017-18316,,18-Dec,NULL
CVE-2017-18318,,18-Dec,NULL
CVE-2017-18315,,18-Dec,NULL
CVE-2018-11994,,18-Dec,NULL
CVE-2018-11996,,18-Dec,NULL
CVE-2018-5870,,18-Dec,NULL
CVE-2018-5877,,18-Dec,NULL
CVE-2018-5916,,18-Dec,NULL
CVE-2018-5917,,18-Dec,NULL
CVE-2018-11269,,18-Dec,NULL
CVE-2018-9547,,18-Dec,NULL
CVE-2018-9548,,18-Dec,NULL
CVE-2018-9553,,18-Dec,NULL
CVE-2018-9538,,18-Dec,NULL
CVE-2018-9554,,18-Dec,NULL
CVE-2018-9557,,18-Dec,NULL
CVE-2018-9558,,18-Dec,NULL
CVE-2018-9559,,18-Dec,NULL
CVE-2018-9560,,18-Dec,NULL
CVE-2018-9562,,18-Dec,NULL
CVE-2018-9566,,18-Dec,NULL
CVE-2018-9543,,18-Dec,NULL
LVE-SMP-180011,"Android devices with OS  6.0, 6.0.1, 7.0, 7.1, 7.2, 8.0, 8.1",18-Dec,NULL
CVE-2018-9527,,18-Nov,NULL
CVE-2018-9528,,18-Nov,NULL
CVE-2018-9529,,18-Nov,NULL
CVE-2018-9530,,18-Nov,NULL
CVE-2018-9531,,18-Nov,NULL
CVE-2018-9532,,18-Nov,NULL
CVE-2018-9533,,18-Nov,NULL
CVE-2018-9534,,18-Nov,NULL
CVE-2018-9535,,18-Nov,NULL
CVE-2018-9536,,18-Nov,NULL
CVE-2018-9537,,18-Nov,NULL
CVE-2018-9513,,18-Nov,NULL
CVE-2018-9514,,18-Nov,NULL
CVE-2018-9515,,18-Nov,NULL
CVE-2018-9522,,18-Nov,NULL
CVE-2018-9524,,18-Nov,NULL
CVE-2018-9525,,18-Nov,NULL
CVE-2018-9521,,18-Nov,NULL
CVE-2018-9539,,18-Nov,NULL
CVE-2018-9540,,18-Nov,NULL
CVE-2018-9542,,18-Nov,NULL
CVE-2018-9543,,18-Nov,NULL
CVE-2018-9544,,18-Nov,NULL
CVE-2018-9545,,18-Nov,NULL
CVE-2018-9541,,18-Nov,NULL
CVE-2018-9347,,18-Nov,NULL
CVE-2018-9457,,18-Nov,NULL
LVE-SMP-180010,"Android devices with OS  8.1, 9.0",18-Nov,NULL
CVE-2016-10394,,23-Oct,NULL
CVE-2017-18314,,18-Oct,NULL
CVE-2017-18311,,18-Oct,NULL
CVE-2018-11950,,18-Oct,NULL
CVE-2018-5866,,18-Oct,NULL
CVE-2018-11824,,18-Oct,NULL
CVE-2018-9490,,18-Oct,NULL
CVE-2018-9473,,18-Oct,NULL
CVE-2018-9496,,18-Oct,NULL
CVE-2018-9497,,18-Oct,NULL
CVE-2018-9498,,18-Oct,NULL
CVE-2017-13283,,18-Oct,NULL
CVE-2018-9476,,18-Oct,NULL
CVE-2018-9504,,18-Oct,NULL
CVE-2018-9468,,23-Oct,NULL
CVE-2017-5754,,18-Oct,NULL
CVE-2018-11816,,23-Oct,NULL
CVE-2018-11261,,18-Oct,NULL
CVE-2018-11836,,18-Oct,NULL
CVE-2018-11842,,18-Oct,NULL
CVE-2018-11898,,18-Oct,NULL
CVE-2016-10408,,23-Oct,NULL
CVE-2017-18313,,18-Oct,NULL
CVE-2017-18312,,18-Oct,NULL
CVE-2017-18124,,18-Oct,NULL
CVE-2018-3588,,18-Oct,NULL
CVE-2018-11951,,18-Oct,NULL
CVE-2018-11952,,23-Oct,NULL
CVE-2018-5871,,18-Oct,NULL
CVE-2018-5914,,18-Oct,NULL
CVE-2018-11288,,18-Oct,NULL
CVE-2018-11285,,18-Oct,NULL
CVE-2018-11290,,18-Oct,NULL
CVE-2018-11292,,18-Oct,NULL
CVE-2018-11287,,18-Oct,NULL
CVE-2018-11846,,18-Oct,NULL
CVE-2018-11855,,18-Oct,NULL
CVE-2018-11857,,18-Oct,NULL
CVE-2018-11858,,18-Oct,NULL
CVE-2018-11866,,18-Oct,NULL
CVE-2018-11865,,18-Oct,NULL
CVE-2018-9491,,18-Oct,NULL
CVE-2018-9492,,18-Oct,NULL
CVE-2018-9493,,18-Oct,NULL
CVE-2018-9499,,18-Oct,NULL
CVE-2018-9501,,18-Oct,NULL
CVE-2018-9502,,18-Oct,NULL
CVE-2018-9503,,18-Oct,NULL
CVE-2018-9505,,18-Oct,NULL
CVE-2018-9506,,18-Oct,NULL
CVE-2018-9507,,18-Oct,NULL
CVE-2018-9508,,18-Oct,NULL
CVE-2018-9509,,18-Oct,NULL
CVE-2018-9510,,18-Oct,NULL
CVE-2018-9511,,18-Oct,NULL
CVE-2017-15825,,18-Oct,NULL
CVE-2018-11270,,18-Oct,NULL
CVE-2018-9452,,18-Oct,NULL
LVE-SMP-180008,"Android devices with OS 6.0, 6.0.1, 7.0, 7.1, 7.2, 8.0, 8.1, 9.0",18-Oct,NULL
LVE-SMP-180009,"Android devices with OS  6.0, 6.0.1, 7.0, 7.1, 7.2, 8.0, 8.1, 9.0",18-Oct,NULL
CVE-2017-18296,,18-Sep,NULL
CVE-2017-18305,,18-Sep,NULL
CVE-2017-18310,,18-Sep,NULL
CVE-2018-9475,,23-Sep,NULL
CVE-2018-9478,,23-Sep,NULL
CVE-2018-9479,,23-Sep,NULL
CVE-2018-9411,,23-Sep,NULL
CVE-2018-9427,,18-Sep,NULL
CVE-2017-18249,,18-Sep,NULL
CVE-2018-9465,,18-Sep,NULL
CVE-2018-5383,,18-Sep,NULL
CVE-2017-13077,,18-Sep,NULL
CVE-2017-18281,,18-Sep,NULL
CVE-2018-11260,,18-Sep,NULL
CVE-2017-18295,,18-Sep,NULL
CVE-2017-18283,,18-Sep,NULL
CVE-2017-18294,,18-Sep,NULL
CVE-2017-18293,,18-Sep,NULL
CVE-2017-18292,,18-Sep,NULL
CVE-2017-18298,,18-Sep,NULL
CVE-2017-18299,,18-Sep,NULL
CVE-2017-18304,,18-Sep,NULL
CVE-2017-18303,,18-Sep,NULL
CVE-2017-18301,,18-Sep,NULL
CVE-2017-18302,,18-Sep,NULL
CVE-2017-18300,,18-Sep,NULL
CVE-2017-18297,,18-Sep,NULL
CVE-2017-18280,,18-Sep,NULL
CVE-2017-18282,,18-Sep,NULL
CVE-2017-18309,,18-Sep,NULL
CVE-2017-18308,,18-Sep,NULL
CVE-2018-11305,,18-Sep,NULL
CVE-2018-11258,,18-Sep,NULL
CVE-2018-9466,,23-Sep,NULL
CVE-2018-9467,,23-Sep,NULL
CVE-2018-9469,,23-Sep,NULL
CVE-2018-9470,,23-Sep,NULL
CVE-2018-9471,,23-Sep,NULL
CVE-2018-9472,,23-Sep,NULL
CVE-2018-9474,,23-Sep,NULL
CVE-2018-9456,,23-Sep,NULL
CVE-2018-9477,,23-Sep,NULL
CVE-2018-9480,,23-Sep,NULL
CVE-2018-9481,,23-Sep,NULL
CVE-2018-9482,,23-Sep,NULL
CVE-2018-9483,,23-Sep,NULL
CVE-2018-9484,,23-Sep,NULL
CVE-2018-9485,,23-Sep,NULL
CVE-2018-9486,,23-Sep,NULL
CVE-2018-9487,,23-Sep,NULL
CVE-2018-9440,,23-Sep,NULL
CVE-2018-9488,,18-Sep,NULL
LVE-SMP-170026,"Android devices with OS  6.0, 6.0.1, 7.0, 7.1, 7.2, 8.0, 8.1",18-Sep,NULL
LVE-SMP-170027,"Android devices with OS  6.0, 6.0.1, 7.0, 7.1, 7.2, 8.0, 8.1",18-Sep,NULL
CVE-2018-9427,,18-Aug,NULL
CVE-2018-9446,,18-Aug,NULL
CVE-2018-9450,,18-Aug,NULL
CVE-2016-2108,,18-Aug,NULL
CVE-2018-11259,,18-Aug,NULL
CVE-2018-11257,,18-Aug,NULL
CVE-2018-9445,,18-Aug,NULL
CVE-2018-9438,,18-Aug,NULL
CVE-2018-9458,,18-Aug,NULL
CVE-2018-9451,,18-Aug,NULL
CVE-2018-9444,,18-Aug,NULL
CVE-2018-9437,,18-Aug,NULL
CVE-2018-9455,,18-Aug,NULL
CVE-2018-9436,,18-Aug,NULL
CVE-2018-9454,,18-Aug,NULL
CVE-2018-9448,,18-Aug,NULL
CVE-2018-9453,,18-Aug,NULL
CVE-2018-9422,,18-Aug,NULL
CVE-2018-9417,,23-Aug,NULL
CVE-2018-6927,,18-Aug,NULL
CVE-2018-5873,,18-Aug,NULL
CVE-2018-5838,,18-Aug,NULL
CVE-2018-3586,,18-Aug,NULL
CVE-2017-18172,,18-Aug,NULL
CVE-2017-15841,,18-Aug,NULL
CVE-2017-18173,,18-Aug,NULL
CVE-2017-18278,,18-Aug,NULL
CVE-2017-18279,,18-Aug,NULL
CVE-2018-5878,,18-Aug,NULL
LVE-SMP-180006,"Android devices with OS  6.0, 6.0.1, 7.0, 7.1, 7.2, 8.0, 8.1",18-Aug,NULL
CVE-2018-9433,,23-Jul,NULL
CVE-2018-9411,,23-Jul,NULL
CVE-2018-9365,,23-Jul,NULL
CVE-2018-9364,,23-Jul,NULL
CVE-2018-9373,,23-Jul,NULL
CVE-2017-18158,,18-Jul,NULL
CVE-2018-3569,,18-Jul,NULL
CVE-2017-18155,,18-Jul,NULL
CVE-2018-5854,,18-Jul,NULL
CVE-2018-9410,,23-Jul,NULL
CVE-2018-9424,,23-Jul,NULL
CVE-2018-9428,,23-Jul,NULL
CVE-2018-9412,,23-Jul,NULL
CVE-2018-9421,,23-Jul,NULL
CVE-2018-9432,,23-Jul,NULL
CVE-2018-9420,,23-Jul,NULL
CVE-2018-9419,,23-Jul,NULL
CVE-2018-5383,,18-Jul,NULL
CVE-2018-9363,,18-Jul,NULL
CVE-2017-17806,,18-Jul,NULL
CVE-2017-17807,,18-Jul,NULL
CVE-2017-17558,,18-Jul,NULL
CVE-2018-9409,,23-Jul,NULL
CVE-2018-9366,,23-Jul,NULL
CVE-2018-9367,,23-Jul,NULL
CVE-2018-9368,,23-Jul,NULL
CVE-2018-9369,,23-Jul,NULL
CVE-2018-9370,,23-Jul,NULL
CVE-2018-9371,,23-Jul,NULL
CVE-2018-9372,,23-Jul,NULL
CVE-2017-13077,,18-Jul,NULL
CVE-2018-5896,,18-Jul,NULL
CVE-2018-5829,,18-Jul,NULL
CVE-2018-5383,,18-Jul,NULL
CVE-2017-18159,,18-Jul,NULL
CVE-2018-5835,,18-Jul,NULL
CVE-2018-5834,,18-Jul,NULL
CVE-2018-5831,,18-Jul,NULL
CVE-2018-5830,,18-Jul,NULL
CVE-2017-18157,,18-Jul,NULL
CVE-2017-18156,,18-Jul,NULL
CVE-2018-5892,,18-Jul,NULL
CVE-2018-5891,,18-Jul,NULL
CVE-2018-5885,,18-Jul,NULL
CVE-2018-5894,,18-Jul,NULL
CVE-2018-5884,,18-Jul,NULL
CVE-2018-5383,,18-Jul,NULL
CVE-2017-0564,,18-Jul,NULL
LVE-SMP-180001,"Android devices with OS 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",18-Jul,NULL
LVE-SMP-180003,Android devices with OS 8.0,18-Jul,NULL
LVE-SMP-180004,"Android devices with OS 6.0, 6.0.1, 7.0, 7.1, 7.2, 8.0, 8.1",18-Jul,NULL
LVE-SMP-180005,"Android devices with OS 6.0, 6.0.1, 7.0, 7.1, 7.2, 8.0, 8.1",18-Jul,NULL
LVE-SMP-180007,Android devices with OS 8.1,18-Jul,NULL
CVE-2018-9341,,23-Jun,NULL
CVE-2018-5146,,18-Jun,NULL
CVE-2017-13230,,18-Jun,NULL
CVE-2018-9355,,18-Jun,NULL
CVE-2018-9356,,18-Jun,NULL
CVE-2018-3580,,18-Jun,NULL
CVE-2018-9338,,23-Jun,NULL
CVE-2018-9339,,23-Jun,NULL
CVE-2017-13227,,23-Jun,NULL
CVE-2018-9340,,23-Jun,NULL
CVE-2018-9344,,23-Jun,NULL
CVE-2018-9345,,23-Jun,NULL
CVE-2018-9346,,23-Jun,NULL
CVE-2018-9347,,18-Jun,NULL
CVE-2018-9348,,23-Jun,NULL
CVE-2018-9357,,18-Jun,NULL
CVE-2018-9358,,18-Jun,NULL
CVE-2018-9359,,18-Jun,NULL
CVE-2018-9360,,18-Jun,NULL
CVE-2018-9361,,18-Jun,NULL
CVE-2018-9362,,18-Jun,NULL
CVE-2017-16643,,18-Jun,NULL
CVE-2018-5841,,18-Jun,NULL
CVE-2018-5850,,18-Jun,NULL
CVE-2018-5846,,18-Jun,NULL
CVE-2018-5845,,18-Jun,NULL
CVE-2018-5840,,18-Jun,NULL
CVE-2017-18154,,18-Jun,NULL
CVE-2018-3578,,18-Jun,NULL
CVE-2018-3565,,18-Jun,NULL
CVE-2017-13077,,18-Jun,NULL
CVE-2018-3562,,18-Jun,NULL
LVE-SMP-180002,"Android devices with OS   6.0, 6.0.1, 7.0, 7.1.1, 7.1.2",18-Jun,NULL
CVE-2017-13292,,18-May,NULL
CVE-2017-15822,,18-May,NULL
CVE-2017-18071,,18-May,NULL
CVE-2017-8274,,18-May,NULL
CVE-2017-18146,,18-May,NULL
CVE-2017-18128,,18-May,NULL
CVE-2018-3592,,18-May,NULL
CVE-2018-3591,,18-May,NULL
CVE-2017-13309,,23-May,NULL
CVE-2017-13310,,23-May,NULL
CVE-2017-13311,,23-May,NULL
CVE-2017-13312,,23-May,NULL
CVE-2017-13313,,23-May,NULL
CVE-2017-13314,,23-May,NULL
CVE-2017-13315,,23-May,NULL
CVE-2017-13293,,18-May,NULL
CVE-2017-5754,,18-May,NULL
CVE-2017-1653,,18-May,NULL
CVE-2017-17770,,18-May,NULL
CVE-2018-3566,,18-May,NULL
CVE-2018-3563,,18-May,NULL
CVE-2017-13077,,18-May,NULL
CVE-2017-18074,,18-May,NULL
CVE-2017-18073,,18-May,NULL
CVE-2017-18125,,18-May,NULL
CVE-2017-8275,,18-May,NULL
CVE-2017-11011,,18-May,NULL
CVE-2017-18137,,18-May,NULL
CVE-2017-18134,,18-May,NULL
CVE-2017-18136,,18-May,NULL
CVE-2017-18140,,18-May,NULL
CVE-2017-18135,,18-May,NULL
CVE-2017-18142,,18-May,NULL
CVE-2017-18138,,18-May,NULL
CVE-2017-18139,,18-May,NULL
CVE-2017-18129,,18-May,NULL
CVE-2017-18132,,18-May,NULL
CVE-2017-18133,,18-May,NULL
CVE-2017-18072,,18-May,NULL
CVE-2017-18126,,18-May,NULL
CVE-2017-18144,,18-May,NULL
CVE-2017-18145,,18-May,NULL
CVE-2017-18147,,18-May,NULL
CVE-2017-18130,,18-May,NULL
CVE-2017-18143,,18-May,NULL
CVE-2017-18127,,18-May,NULL
CVE-2018-3590,,18-May,NULL
CVE-2018-3593,,18-May,NULL
CVE-2018-3589,,18-May,NULL
CVE-2018-3594,,18-May,NULL
LVE-SMP-170025,"Android devices with OS  4.4, 5.0, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0",18-May,NULL
CVE-2017-13276,,18-Apr,NULL
CVE-2017-13277,,18-Apr,NULL
CVE-2017-13281,,18-Apr,NULL
CVE-2017-13282,,18-Apr,NULL
CVE-2017-13283,,18-Apr,NULL
CVE-2017-13267,,18-Apr,NULL
CVE-2017-13284,,18-Apr,NULL
CVE-2017-18067,,18-Apr,NULL
CVE-2017-15815,,18-Apr,NULL
CVE-2017-17773,,18-Apr,NULL
CVE-2017-13274,,18-Apr,NULL
CVE-2017-13275,,18-Apr,NULL
CVE-2017-13278,,18-Apr,NULL
CVE-2017-13279,,18-Apr,NULL
CVE-2017-13280,,18-Apr,NULL
CVE-2017-13285,,18-Apr,NULL
CVE-2017-13286,,18-Apr,NULL
CVE-2017-13287,,18-Apr,NULL
CVE-2017-13288,,18-Apr,NULL
CVE-2017-13289,,18-Apr,NULL
CVE-2017-13290,,18-Apr,NULL
CVE-2017-13291,,18-Apr,NULL
CVE-2017-16530,,18-Apr,NULL
CVE-2017-16525,,18-Apr,NULL
CVE-2017-16535,,18-Apr,NULL
CVE-2017-16533,,18-Apr,NULL
CVE-2017-16531,,18-Apr,NULL
CVE-2017-16529,,18-Apr,NULL
CVE-2017-18068,,18-Apr,NULL
CVE-2017-18056,,18-Apr,NULL
CVE-2017-18063,,18-Apr,NULL
CVE-2017-18064,,18-Apr,NULL
CVE-2017-15821,,18-Apr,NULL
CVE-2017-14885,,18-Apr,NULL
CVE-2017-18069,,18-Apr,NULL
CVE-2017-14882,,18-Apr,NULL
CVE-2017-14878,,18-Apr,NULL
CVE-2016-10393,,18-Apr,NULL
CVE-2017-13248,,18-Mar,NULL
CVE-2017-13249,,18-Mar,NULL
CVE-2017-13250,,18-Mar,NULL
CVE-2017-13251,,18-Mar,NULL
CVE-2017-13255,,18-Mar,NULL
CVE-2017-13256,,18-Mar,NULL
CVE-2017-13272,,18-Mar,NULL
CVE-2017-13266,,18-Mar,NULL
CVE-2017-15817,,18-Mar,NULL
CVE-2017-15860,,18-Mar,NULL
CVE-2017-13252,,18-Mar,NULL
CVE-2017-13253,,18-Mar,NULL
CVE-2017-13257,,18-Mar,NULL
CVE-2017-13258,,18-Mar,NULL
CVE-2017-13259,,18-Mar,NULL
CVE-2017-13260,,18-Mar,NULL
CVE-2017-13261,,18-Mar,NULL
CVE-2017-13262,,18-Mar,NULL
CVE-2017-15265,,18-Mar,NULL
CVE-2015-9016,,18-Mar,NULL
CVE-2017-13273,,18-Mar,NULL
CVE-2017-11041,,18-Mar,NULL
CVE-2017-17767,,18-Mar,NULL
CVE-2017-17765,,18-Mar,NULL
CVE-2017-15862,,18-Mar,NULL
CVE-2017-14884,,18-Mar,NULL
CVE-2017-15829,,18-Mar,NULL
CVE-2017-15820,,18-Mar,NULL
CVE-2017-17764,,18-Mar,NULL
CVE-2017-15861,,18-Mar,NULL
CVE-2017-13228,,18-Feb,NULL
CVE-2017-13230,,18-Feb,NULL
CVE-2017-14911,,18-Feb,NULL
CVE-2017-13230,,18-Feb,NULL
CVE-2017-13231,,18-Feb,NULL
CVE-2017-13232,,18-Feb,NULL
CVE-2017-13233,,18-Feb,NULL
CVE-2017-13234,,18-Feb,NULL
CVE-2017-0837,,18-Feb,NULL
CVE-2017-1449,,18-Feb,NULL
CVE-2017-13215,,18-Feb,NULL
CVE-2017-13216,,18-Feb,NULL
CVE-2017-13218,,18-Feb,NULL
CVE-2017-13217,,18-Feb,NULL
CVE-2017-13183,,18-Feb,NULL
CVE-2017-13225,,18-Feb,NULL
CVE-2017-15849,,18-Feb,NULL
CVE-2017-11069,,18-Feb,NULL
CVE-2017-14906,,18-Feb,NULL
CVE-2017-14912,,18-Feb,NULL
CVE-2017-14913,,18-Feb,NULL
CVE-2017-14915,,18-Feb,NULL
CVE-2017-11010,,18-Feb,NULL
CVE-2013-4397,,18-Feb,NULL
CVE-2017-14910,,18-Feb,NULL
CVE-2017-13236,,18-Feb,NULL
LVE-SMP-170023,"Android devices with OS  6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0",18-Feb,NULL
LVE-SMP-170024,"Android devices with OS  6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0",18-Feb,NULL
CVE-2017-13177,,18-Jan,NULL
CVE-2017-13178,,18-Jan,NULL
CVE-2017-13179,,18-Jan,NULL
CVE-2017-13208,,18-Jan,NULL
CVE-2017-11043,,18-Jan,NULL
CVE-2016-3706,,18-Jan,NULL
CVE-2016-4429,,18-Jan,NULL
CVE-2017-6211,,18-Jan,NULL
CVE-2017-13176,,18-Jan,NULL
CVE-2017-13180,,18-Jan,NULL
CVE-2017-13181,,18-Jan,NULL
CVE-2017-13182,,18-Jan,NULL
CVE-2017-13184,,18-Jan,NULL
CVE-2017-0855,,18-Jan,NULL
CVE-2017-13191,,18-Jan,NULL
CVE-2017-13192,,18-Jan,NULL
CVE-2017-13193,,18-Jan,NULL
CVE-2017-13195,,18-Jan,NULL
CVE-2017-13196,,18-Jan,NULL
CVE-2017-13197,,18-Jan,NULL
CVE-2017-13199,,18-Jan,NULL
CVE-2017-13209,,18-Jan,NULL
CVE-2017-13210,,18-Jan,NULL
CVE-2017-13211,,18-Jan,NULL
CVE-2017-0770,,18-Jan,NULL
CVE-2017-13162,,18-Jan,NULL
CVE-2017-0564,,18-Jan,NULL
CVE-2017-7533,,18-Jan,NULL
CVE-2017-13174,,18-Jan,NULL
CVE-2017-13170,,18-Jan,NULL
CVE-2017-13171,,18-Jan,NULL
CVE-2017-13173,,18-Jan,NULL
CVE-2017-11007,,18-Jan,NULL
CVE-2017-14904,,18-Jan,NULL
CVE-2017-9716,,18-Jan,NULL
CVE-2017-14897,,18-Jan,NULL
CVE-2017-14902,,18-Jan,NULL
CVE-2017-14895,,18-Jan,NULL
CVE-2017-14908,,18-Jan,NULL
CVE-2017-14909,,18-Jan,NULL
CVE-2017-14914,,18-Jan,NULL
CVE-2017-14916,,18-Jan,NULL
CVE-2017-14917,,18-Jan,NULL
CVE-2017-14918,,18-Jan,NULL
CVE-2017-11005,,18-Jan,NULL
CVE-2017-11006,,18-Jan,NULL
CVE-2019-10493,,19-Dec,NULL
CVE-2019-10511,,19-Dec,NULL
CVE-2019-2288,,19-Dec,NULL
CVE-2019-2320,,19-Dec,NULL
CVE-2019-2321,,19-Dec,NULL
CVE-2019-2232,,19-Dec,NULL
CVE-2019-2222(O8.0,,23-Dec,NULL
CVE-2019-2223(O8.0,,23-Dec,NULL
CVE-2019-10513,,19-Dec,NULL
CVE-2019-2196,,19-Dec,NULL
CVE-2019-2198,,19-Dec,NULL
CVE-2019-2036,,19-Dec,NULL
CVE-2019-2213,,19-Dec,NULL
CVE-2019-2214,,19-Dec,NULL
CVE-2019-2310,,19-Dec,NULL
CVE-2019-10545,,19-Dec,NULL
CVE-2019-10571,,19-Dec,NULL
CVE-2019-10484,,19-Dec,NULL
CVE-2019-10485,,19-Dec,NULL
CVE-2019-2319,,19-Dec,NULL
CVE-2019-2337,,19-Dec,NULL
CVE-2019-2338,,19-Dec,NULL
CVE-2019-9464,,19-Dec,NULL
CVE-2019-2217,,19-Dec,NULL
CVE-2019-2218,,19-Dec,NULL
CVE-2019-2220,,19-Dec,NULL
CVE-2019-2224,,23-Dec,NULL
CVE-2019-2225,,19-Dec,NULL
CVE-2019-2226,,19-Dec,NULL
CVE-2019-2227,,19-Dec,NULL
CVE-2019-2228,,19-Dec,NULL
CVE-2019-2230,,19-Dec,NULL
CVE-2019-2116,,19-Dec,NULL
CVE-2019-11833,,19-Dec,NULL
CVE-2019-2221,,19-Dec,NULL
CVE-2019-2222(Q10,,23-Dec,NULL
CVE-2019-2223(Q10,,23-Dec,NULL
CVE-2018-13916,,19-Nov,NULL
CVE-2019-2251,,19-Nov,NULL
CVE-2019-2271,,19-Nov,NULL
CVE-2019-2289,,19-Nov,NULL
CVE-2019-2315,,19-Nov,NULL
CVE-2019-2329,,19-Nov,NULL
CVE-2019-2336,,19-Nov,NULL
CVE-2019-2339,,19-Nov,NULL
CVE-2019-2204,,19-Nov,NULL
CVE-2019-2205,,19-Nov,NULL
CVE-2019-2206,,19-Nov,NULL
CVE-2018-19824,,19-Nov,NULL
CVE-2019-2268,,19-Nov,NULL
CVE-2019-10535,,19-Nov,NULL
CVE-2018-11902,,19-Nov,NULL
CVE-2019-2271,,19-Nov,NULL
CVE-2019-2303,,19-Nov,NULL
CVE-2019-2318,,19-Nov,NULL
CVE-2019-2335,,19-Nov,NULL
CVE-2019-10490,,19-Nov,NULL
CVE-2019-2295,,19-Nov,NULL
CVE-2019-2192,,19-Nov,NULL
CVE-2019-2193,,19-Nov,NULL
CVE-2019-2195,,19-Nov,NULL
CVE-2019-2199,,19-Nov,NULL
CVE-2019-2211,,19-Nov,NULL
CVE-2019-2201,,19-Nov,NULL
CVE-2019-2202,,19-Nov,NULL
CVE-2019-2203,,19-Nov,NULL
CVE-2019-2233,,19-Nov,NULL
CVE-2019-2207,,19-Nov,NULL
CVE-2019-2212,,19-Nov,NULL
CVE-2019-2208,,19-Nov,NULL
CVE-2019-2209,,19-Nov,NULL
CVE-2019-2117,,19-Nov,NULL
CVE-2019-2215,,19-Nov,NULL
LVE-MOT-190001,LG PC Suite for LG G3 and earlier (LG PC Suite v5.3.27 and earlier),19-Nov,NULL
CVE-2019-2258,,19-Oct,NULL
CVE-2019-2184,,19-Oct,NULL
CVE-2019-2185,,19-Oct,NULL
CVE-2019-2186,,19-Oct,NULL
CVE-2019-2181,,19-Oct,NULL
CVE-2017-17768,,23-Oct,NULL
CVE-2019-2283,,19-Oct,NULL
CVE-2019-2316,,19-Oct,NULL
CVE-2019-10491,,19-Oct,NULL
CVE-2019-10505,,19-Oct,NULL
CVE-2019-2323,,19-Oct,NULL
CVE-2019-2324,,19-Oct,NULL
CVE-2019-2325,,19-Oct,NULL
CVE-2019-2331,,19-Oct,NULL
CVE-2019-2332,,19-Oct,NULL
CVE-2019-10512,,19-Oct,NULL
CVE-2019-10515,,19-Oct,NULL
CVE-2019-10524,,19-Oct,NULL
CVE-2019-10529,,19-Oct,NULL
CVE-2019-10531,,19-Oct,NULL
CVE-2018-11891,,19-Oct,NULL
CVE-2019-2275,,19-Oct,NULL
CVE-2019-2246,,19-Oct,NULL
CVE-2019-10495,,19-Oct,NULL
CVE-2019-10496,,19-Oct,NULL
CVE-2019-2249,,19-Oct,NULL
CVE-2019-2285,,19-Oct,NULL
CVE-2019-10504,,19-Oct,NULL
